           z           p           T        n<H>          He           H           C           N           O          Si          Mg          Al          Fe           S          Na           K          Ti          Ca
  3.6806E-01  2.4110E-02  1.0306E+03  2.8886E+11  2.4586E+10  4.9930E+06  3.1023E-18  1.2702E-08  2.1170E-04  2.1716E-05  9.7851E+06  1.8954E+03  8.1409E+06  1.4059E+04  4.2725E+05  3.4689E+04  7.5681E-07  5.8783E+05
  1.1042E+00  2.4110E-02  1.0306E+03  2.8886E+11  2.4586E+10  4.9930E+06  3.1023E-18  1.2702E-08  2.1170E-04  2.1716E-05  9.7851E+06  1.8954E+03  8.1409E+06  1.4059E+04  4.2725E+05  3.4689E+04  7.5681E-07  5.8783E+05
  2.5764E+00  2.4110E-02  1.0306E+03  2.8886E+11  2.4586E+10  4.9930E+06  3.1023E-18  1.2702E-08  2.1170E-04  2.1716E-05  9.7851E+06  1.8954E+03  8.1409E+06  1.4059E+04  4.2725E+05  3.4689E+04  7.5681E-07  5.8783E+05
  5.5209E+00  2.4111E-02  1.0306E+03  2.8886E+11  2.4586E+10  4.9930E+06  3.1023E-18  1.2702E-08  2.1170E-04  2.1716E-05  9.7852E+06  1.8954E+03  8.1410E+06  1.4059E+04  4.2725E+05  3.4689E+04  7.5681E-07  5.8783E+05
  1.1410E+01  2.4111E-02  1.0306E+03  2.8886E+11  2.4586E+10  4.9930E+06  3.1023E-18  1.2702E-08  2.1170E-04  2.1716E-05  9.7852E+06  1.8954E+03  8.1410E+06  1.4059E+04  4.2725E+05  3.4689E+04  7.5681E-07  5.8783E+05
  2.3188E+01  2.4111E-02  1.0306E+03  2.8886E+11  2.4586E+10  4.9930E+06  3.1023E-18  1.2702E-08  2.1170E-04  2.1716E-05  9.7852E+06  1.8954E+03  8.1410E+06  1.4059E+04  4.2725E+05  3.4689E+04  7.5682E-07  5.8784E+05
  4.6744E+01  2.4111E-02  1.0306E+03  2.8886E+11  2.4586E+10  4.9931E+06  3.1024E-18  1.2702E-08  2.1170E-04  2.1717E-05  9.7853E+06  1.8955E+03  8.1411E+06  1.4059E+04  4.2726E+05  3.4690E+04  7.5682E-07  5.8784E+05
  9.3855E+01  2.4112E-02  1.0306E+03  2.8887E+11  2.4587E+10  4.9931E+06  3.1024E-18  1.2703E-08  2.1170E-04  2.1717E-05  9.7856E+06  1.8955E+03  8.1413E+06  1.4059E+04  4.2727E+05  3.4690E+04  7.5683E-07  5.8785E+05
  1.8808E+02  2.4113E-02  1.0306E+03  2.8888E+11  2.4588E+10  4.9932E+06  3.1026E-18  1.2703E-08  2.1170E-04  2.1718E-05  9.7860E+06  1.8955E+03  8.1417E+06  1.4059E+04  4.2729E+05  3.4692E+04  7.5684E-07  5.8788E+05
  3.7653E+02  2.4115E-02  1.0306E+03  2.8891E+11  2.4590E+10  4.9934E+06  3.1028E-18  1.2703E-08  2.1170E-04  2.1720E-05  9.7868E+06  1.8956E+03  8.1424E+06  1.4059E+04  4.2732E+05  3.4695E+04  7.5688E-07  5.8793E+05
  7.5342E+02  2.4119E-02  1.0306E+03  2.8896E+11  2.4594E+10  4.9939E+06  3.1034E-18  1.2705E-08  2.1170E-04  2.1724E-05  9.7886E+06  1.8958E+03  8.1438E+06  1.4060E+04  4.2740E+05  3.4701E+04  7.5694E-07  5.8803E+05
  1.5072E+03  2.4127E-02  1.0306E+03  2.8906E+11  2.4603E+10  4.9948E+06  3.1045E-18  1.2707E-08  2.1170E-04  2.1731E-05  9.7920E+06  1.8961E+03  8.1466E+06  1.4060E+04  4.2755E+05  3.4713E+04  7.5707E-07  5.8824E+05
  3.0148E+03  2.4144E-02  1.0306E+03  2.8926E+11  2.4620E+10  4.9966E+06  3.1067E-18  1.2712E-08  2.1170E-04  2.1747E-05  9.7989E+06  1.8968E+03  8.1524E+06  1.4062E+04  4.2785E+05  3.4737E+04  7.5734E-07  5.8865E+05
  6.0299E+03  2.4178E-02  1.0306E+03  2.8967E+11  2.4655E+10  5.0001E+06  3.1112E-18  1.2721E-08  2.1171E-04  2.1777E-05  9.8126E+06  1.8982E+03  8.1638E+06  1.4065E+04  4.2845E+05  3.4786E+04  7.5786E-07  5.8948E+05
  1.2060E+04  2.4246E-02  1.0306E+03  2.9048E+11  2.4724E+10  5.0073E+06  3.1201E-18  1.2739E-08  2.1172E-04  2.1838E-05  9.8401E+06  1.9009E+03  8.1867E+06  1.4070E+04  4.2965E+05  3.4884E+04  7.5891E-07  5.9113E+05
  2.4121E+04  2.4382E-02  1.0306E+03  2.9211E+11  2.4863E+10  5.0216E+06  3.1381E-18  1.2777E-08  2.1175E-04  2.1960E-05  9.8954E+06  1.9064E+03  8.2327E+06  1.4082E+04  4.3207E+05  3.5080E+04  7.6102E-07  5.9445E+05
  4.8242E+04  2.4656E-02  1.0306E+03  2.9541E+11  2.5143E+10  5.0504E+06  3.1743E-18  1.2851E-08  2.1181E-04  2.2207E-05  1.0007E+07  1.9173E+03  8.3256E+06  1.4104E+04  4.3694E+05  3.5476E+04  7.6526E-07  6.0114E+05
  9.6484E+04  2.5213E-02  1.0306E+03  3.0211E+11  2.5713E+10  5.1084E+06  3.2479E-18  1.3002E-08  2.1192E-04  2.2709E-05  1.0234E+07  1.9395E+03  8.5144E+06  1.4150E+04  4.4685E+05  3.6281E+04  7.7381E-07  6.1476E+05
  1.7010E+05  2.6088E-02  1.0306E+03  3.1262E+11  2.6609E+10  5.1982E+06  3.3637E-18  1.3236E-08  2.1209E-04  2.3498E-05  1.0590E+07  1.9738E+03  8.8107E+06  1.4218E+04  4.6240E+05  3.7544E+04  7.8710E-07  6.3613E+05
  2.4371E+05  2.6994E-02  1.0306E+03  3.2351E+11  2.7535E+10  5.2896E+06  3.4835E-18  1.3474E-08  2.1226E-04  2.4314E-05  1.0959E+07  2.0087E+03  9.1174E+06  1.4285E+04  4.7850E+05  3.8852E+04  8.0067E-07  6.5825E+05
  3.1732E+05  2.7931E-02  1.0306E+03  3.3477E+11  2.8493E+10  5.3826E+06  3.6076E-18  1.3716E-08  2.1242E-04  2.5159E-05  1.1340E+07  2.0442E+03  9.4348E+06  1.4351E+04  4.9515E+05  4.0205E+04  8.1453E-07  6.8114E+05
  3.9093E+05  2.8900E-02  1.0306E+03  3.4642E+11  2.9485E+10  5.4773E+06  3.7362E-18  1.3962E-08  2.1259E-04  2.6033E-05  1.1735E+07  2.0803E+03  9.7632E+06  1.4416E+04  5.1239E+05  4.1605E+04  8.2868E-07  7.0482E+05
  4.6454E+05  2.9903E-02  1.0307E+03  3.5848E+11  3.0511E+10  5.5736E+06  3.8693E-18  1.4213E-08  2.1276E-04  2.6938E-05  1.2143E+07  2.1171E+03  1.0103E+07  1.4480E+04  5.3023E+05  4.3054E+04  8.4314E-07  7.2932E+05
  5.3816E+05  3.0941E-02  1.0307E+03  3.7096E+11  3.1574E+10  5.6716E+06  4.0072E-18  1.4468E-08  2.1293E-04  2.7874E-05  1.2566E+07  2.1545E+03  1.0455E+07  1.4543E+04  5.4868E+05  4.4554E+04  8.5790E-07  7.5468E+05
  6.1177E+05  3.2015E-02  1.0307E+03  3.8387E+11  3.2673E+10  5.7713E+06  4.1500E-18  1.4728E-08  2.1310E-04  2.8844E-05  1.3003E+07  2.1926E+03  1.0819E+07  1.4605E+04  5.6778E+05  4.6106E+04  8.7299E-07  7.8091E+05
  6.8538E+05  3.3126E-02  1.0307E+03  3.9723E+11  3.3810E+10  5.8728E+06  4.2979E-18  1.4993E-08  2.1327E-04  2.9847E-05  1.3456E+07  2.2314E+03  1.1195E+07  1.4666E+04  5.8755E+05  4.7711E+04  8.8839E-07  8.0806E+05
  7.5899E+05  3.4280E-02  1.0307E+03  4.1110E+11  3.4990E+10  5.9765E+06  4.4517E-18  1.5264E-08  2.1345E-04  3.0890E-05  1.3925E+07  2.2710E+03  1.1586E+07  1.4727E+04  6.0805E+05  4.9377E+04  9.0424E-07  8.3622E+05
  8.3260E+05  3.5485E-02  1.0307E+03  4.2557E+11  3.6222E+10  6.0834E+06  4.6135E-18  1.5545E-08  2.1367E-04  3.1982E-05  1.4415E+07  2.3119E+03  1.1994E+07  1.4789E+04  6.2946E+05  5.1116E+04  9.2081E-07  8.6562E+05
  9.0622E+05  3.6732E-02  1.0308E+03  4.4055E+11  3.7497E+10  6.1923E+06  4.7812E-18  1.5831E-08  2.1389E-04  3.3113E-05  1.4923E+07  2.3535E+03  1.2416E+07  1.4850E+04  6.5162E+05  5.2917E+04  9.3774E-07  8.9606E+05
  9.7983E+05  3.8023E-02  1.0308E+03  4.5606E+11  3.8817E+10  6.3030E+06  4.9549E-18  1.6122E-08  2.1411E-04  3.4284E-05  1.5448E+07  2.3959E+03  1.2853E+07  1.4910E+04  6.7456E+05  5.4780E+04  9.5504E-07  9.2756E+05
  1.0534E+06  3.9360E-02  1.0308E+03  4.7212E+11  4.0184E+10  6.4158E+06  5.1350E-18  1.6418E-08  2.1433E-04  3.5498E-05  1.5992E+07  2.4390E+03  1.3306E+07  1.4969E+04  6.9831E+05  5.6710E+04  9.7274E-07  9.6017E+05
  1.1271E+06  4.0743E-02  1.0308E+03  4.8874E+11  4.1598E+10  6.5306E+06  5.3216E-18  1.6721E-08  2.1455E-04  3.6754E-05  1.6555E+07  2.4830E+03  1.3774E+07  1.5027E+04  7.2289E+05  5.8707E+04  9.9083E-07  9.9393E+05
  1.2007E+06  4.2175E-02  1.0308E+03  5.0594E+11  4.3063E+10  6.6474E+06  5.5150E-18  1.7028E-08  2.1477E-04  3.8055E-05  1.7138E+07  2.5277E+03  1.4259E+07  1.5084E+04  7.4834E+05  6.0775E+04  1.0093E-06  1.0289E+06
  1.2743E+06  4.3658E-02  1.0308E+03  5.2376E+11  4.4579E+10  6.7663E+06  5.7154E-18  1.7341E-08  2.1499E-04  3.9403E-05  1.7741E+07  2.5732E+03  1.4761E+07  1.5140E+04  7.7469E+05  6.2916E+04  1.0283E-06  1.0650E+06
  1.3479E+06  4.5192E-02  1.0309E+03  5.4219E+11  4.6148E+10  6.8874E+06  5.9231E-18  1.7661E-08  2.1520E-04  4.0799E-05  1.8365E+07  2.6195E+03  1.5281E+07  1.5196E+04  8.0196E+05  6.5131E+04  1.0476E-06  1.1025E+06
  1.4215E+06  4.6781E-02  1.0309E+03  5.6128E+11  4.7773E+10  7.0106E+06  6.1384E-18  1.7985E-08  2.1542E-04  4.2244E-05  1.9012E+07  2.6667E+03  1.5819E+07  1.5250E+04  8.3019E+05  6.7425E+04  1.0674E-06  1.1412E+06
  1.4951E+06  4.8431E-02  1.0309E+03  5.8111E+11  4.9461E+10  7.1368E+06  6.3631E-18  1.8319E-08  2.1567E-04  4.3749E-05  1.9683E+07  2.7150E+03  1.6378E+07  1.5304E+04  8.5952E+05  6.9808E+04  1.0878E-06  1.1815E+06
  1.5687E+06  5.0157E-02  1.0309E+03  6.0184E+11  5.1225E+10  7.2672E+06  6.6002E-18  1.8667E-08  2.1596E-04  4.5331E-05  2.0385E+07  2.7651E+03  1.6962E+07  1.5361E+04  8.9018E+05  7.2299E+04  1.1093E-06  1.2236E+06
  1.6423E+06  5.1945E-02  1.0309E+03  6.2331E+11  5.3052E+10  7.4001E+06  6.8461E-18  1.9021E-08  2.1626E-04  4.6969E-05  2.1112E+07  2.8161E+03  1.7567E+07  1.5416E+04  9.2193E+05  7.4879E+04  1.1313E-06  1.2671E+06
  1.7159E+06  5.3796E-02  1.0310E+03  6.4554E+11  5.4944E+10  7.5354E+06  7.1012E-18  1.9382E-08  2.1656E-04  4.8668E-05  2.1865E+07  2.8680E+03  1.8193E+07  1.5471E+04  9.5481E+05  7.7551E+04  1.1538E-06  1.3123E+06
  1.7896E+06  5.5713E-02  1.0310E+03  6.6856E+11  5.6904E+10  7.6731E+06  7.3658E-18  1.9750E-08  2.1686E-04  5.0428E-05  2.2645E+07  2.9208E+03  1.8842E+07  1.5524E+04  9.8887E+05  8.0318E+04  1.1769E-06  1.3590E+06
  1.8632E+06  5.7699E-02  1.0310E+03  6.9241E+11  5.8933E+10  7.8134E+06  7.6403E-18  2.0125E-08  2.1716E-04  5.2252E-05  2.3452E+07  2.9747E+03  1.9514E+07  1.5577E+04  1.0241E+06  8.3183E+04  1.2005E-06  1.4074E+06
  1.9368E+06  5.9755E-02  1.0310E+03  7.1710E+11  6.1035E+10  7.9562E+06  7.9250E-18  2.0507E-08  2.1746E-04  5.4143E-05  2.4288E+07  3.0295E+03  2.0210E+07  1.5629E+04  1.0607E+06  8.6151E+04  1.2246E-06  1.4575E+06
  2.0104E+06  6.1885E-02  1.0311E+03  7.4268E+11  6.3212E+10  8.1017E+06  8.2203E-18  2.0897E-08  2.1776E-04  5.6103E-05  2.5154E+07  3.0854E+03  2.0931E+07  1.5680E+04  1.0985E+06  8.9225E+04  1.2494E-06  1.5094E+06
  2.0840E+06  6.4090E-02  1.0311E+03  7.6917E+11  6.5467E+10  8.2498E+06  8.5267E-18  2.1293E-08  2.1806E-04  5.8134E-05  2.6051E+07  3.1422E+03  2.1677E+07  1.5731E+04  1.1377E+06  9.2408E+04  1.2747E-06  1.5631E+06
  2.1576E+06  6.6375E-02  1.0311E+03  7.9660E+11  6.7802E+10  8.4006E+06  8.8445E-18  2.1697E-08  2.1835E-04  6.0239E-05  2.6980E+07  3.2002E+03  2.2451E+07  1.5780E+04  1.1782E+06  9.5705E+04  1.3007E-06  1.6188E+06
  2.2312E+06  6.8752E-02  1.0311E+03  8.2514E+11  7.0231E+10  8.5556E+06  9.1778E-18  2.2115E-08  2.1870E-04  6.2439E-05  2.7947E+07  3.2598E+03  2.3255E+07  1.5831E+04  1.2205E+06  9.9136E+04  1.3277E-06  1.6767E+06
  2.3048E+06  7.1228E-02  1.0312E+03  8.5488E+11  7.2762E+10  8.7154E+06  9.5285E-18  2.2549E-08  2.1910E-04  6.4742E-05  2.8954E+07  3.3213E+03  2.4093E+07  1.5884E+04  1.2644E+06  1.0271E+05  1.3560E-06  1.7370E+06
  2.3785E+06  7.3795E-02  1.0312E+03  8.8568E+11  7.5384E+10  8.8781E+06  9.8925E-18  2.2991E-08  2.1950E-04  6.7130E-05  2.9997E+07  3.3839E+03  2.4961E+07  1.5936E+04  1.3100E+06  1.0641E+05  1.3850E-06  1.7995E+06
  2.4521E+06  7.6453E-02  1.0312E+03  9.1759E+11  7.8100E+10  9.0438E+06  1.0270E-17  2.3442E-08  2.1990E-04  6.9608E-05  3.1077E+07  3.4478E+03  2.5860E+07  1.5987E+04  1.3572E+06  1.1025E+05  1.4147E-06  1.8642E+06
  2.5257E+06  7.9207E-02  1.0313E+03  9.5066E+11  8.0914E+10  9.2126E+06  1.0663E-17  2.3902E-08  2.2030E-04  7.2177E-05  3.2197E+07  3.5128E+03  2.6792E+07  1.6037E+04  1.4061E+06  1.1422E+05  1.4451E-06  1.9313E+06
  2.5993E+06  8.2061E-02  1.0313E+03  9.8491E+11  8.3829E+10  9.3846E+06  1.1070E-17  2.4371E-08  2.2070E-04  7.4841E-05  3.3356E+07  3.5791E+03  2.7758E+07  1.6087E+04  1.4568E+06  1.1834E+05  1.4763E-06  2.0007E+06
  2.6729E+06  8.5017E-02  1.0313E+03  1.0204E+12  8.6850E+10  9.5598E+06  1.1493E-17  2.4849E-08  2.2111E-04  7.7605E-05  3.4558E+07  3.6466E+03  2.8758E+07  1.6135E+04  1.5093E+06  1.2260E+05  1.5084E-06  2.0727E+06
  2.7465E+06  8.8080E-02  1.0314E+03  1.0572E+12  8.9980E+10  9.7383E+06  1.1932E-17  2.5336E-08  2.2151E-04  8.0470E-05  3.5803E+07  3.7154E+03  2.9794E+07  1.6184E+04  1.5637E+06  1.2702E+05  1.5412E-06  2.1472E+06
  2.8201E+06  9.1253E-02  1.0314E+03  1.0953E+12  9.3222E+10  9.9201E+06  1.2388E-17  2.5833E-08  2.2191E-04  8.3443E-05  3.7093E+07  3.7855E+03  3.0868E+07  1.6231E+04  1.6200E+06  1.3160E+05  1.5749E-06  2.2244E+06
  2.8937E+06  9.4540E-02  1.0314E+03  1.1347E+12  9.6581E+10  1.0105E+07  1.2862E-17  2.6339E-08  2.2232E-04  8.6525E-05  3.8429E+07  3.8569E+03  3.1980E+07  1.6278E+04  1.6784E+06  1.3634E+05  1.6094E-06  2.3044E+06
  2.9674E+06  9.7978E-02  1.0315E+03  1.1760E+12  1.0009E+11  1.0298E+07  1.3364E-17  2.6871E-08  2.2282E-04  8.9774E-05  3.9825E+07  3.9312E+03  3.3142E+07  1.6329E+04  1.7394E+06  1.4130E+05  1.6460E-06  2.3880E+06
  3.0410E+06  1.0155E-01  1.0315E+03  1.2189E+12  1.0374E+11  1.0495E+07  1.3890E-17  2.7420E-08  2.2336E-04  9.3165E-05  4.1277E+07  4.0074E+03  3.4351E+07  1.6380E+04  1.8028E+06  1.4645E+05  1.6840E-06  2.4749E+06
  3.1146E+06  1.0526E-01  1.0316E+03  1.2633E+12  1.0752E+11  1.0696E+07  1.4437E-17  2.7979E-08  2.2390E-04  9.6685E-05  4.2781E+07  4.0852E+03  3.5603E+07  1.6432E+04  1.8685E+06  1.5180E+05  1.7230E-06  2.5650E+06
  3.1882E+06  1.0910E-01  1.0316E+03  1.3094E+12  1.1144E+11  1.0900E+07  1.5006E-17  2.8550E-08  2.2444E-04  1.0034E-04  4.4341E+07  4.1644E+03  3.6901E+07  1.6482E+04  1.9367E+06  1.5733E+05  1.7630E-06  2.6583E+06
  3.2618E+06  1.1308E-01  1.0316E+03  1.3571E+12  1.1551E+11  1.1109E+07  1.5597E-17  2.9133E-08  2.2498E-04  1.0413E-04  4.5957E+07  4.2452E+03  3.8247E+07  1.6532E+04  2.0073E+06  1.6307E+05  1.8041E-06  2.7550E+06
  3.3354E+06  1.1720E-01  1.0317E+03  1.4066E+12  1.1972E+11  1.1322E+07  1.6211E-17  2.9727E-08  2.2552E-04  1.0806E-04  4.7632E+07  4.3276E+03  3.9641E+07  1.6581E+04  2.0805E+06  1.6902E+05  1.8463E-06  2.8552E+06
  3.4090E+06  1.2148E-01  1.0317E+03  1.4579E+12  1.2409E+11  1.1539E+07  1.6849E-17  3.0334E-08  2.2606E-04  1.1215E-04  4.9368E+07  4.4115E+03  4.1087E+07  1.6630E+04  2.1563E+06  1.7518E+05  1.8897E-06  2.9591E+06
  3.4826E+06  1.2591E-01  1.0318E+03  1.5110E+12  1.2861E+11  1.1760E+07  1.7513E-17  3.0953E-08  2.2661E-04  1.1639E-04  5.1167E+07  4.4971E+03  4.2585E+07  1.6678E+04  2.2350E+06  1.8157E+05  1.9342E-06  3.0668E+06
  3.5562E+06  1.3050E-01  1.0318E+03  1.5661E+12  1.3330E+11  1.1985E+07  1.8203E-17  3.1584E-08  2.2715E-04  1.2079E-04  5.3032E+07  4.5844E+03  4.4137E+07  1.6726E+04  2.3165E+06  1.8819E+05  1.9799E-06  3.1783E+06
  3.6299E+06  1.3527E-01  1.0319E+03  1.6233E+12  1.3817E+11  1.2215E+07  1.8923E-17  3.2233E-08  2.2772E-04  1.2537E-04  5.4968E+07  4.6737E+03  4.5749E+07  1.6774E+04  2.4011E+06  1.9507E+05  2.0272E-06  3.2942E+06
  3.7035E+06  1.4027E-01  1.0319E+03  1.6832E+12  1.4327E+11  1.2456E+07  1.9692E-17  3.2918E-08  2.2842E-04  1.3022E-04  5.6995E+07  4.7671E+03  4.7437E+07  1.6828E+04  2.4897E+06  2.0227E+05  2.0777E-06  3.4154E+06
  3.7771E+06  1.4545E-01  1.0320E+03  1.7453E+12  1.4855E+11  1.2700E+07  2.0493E-17  3.3618E-08  2.2912E-04  1.3526E-04  5.9097E+07  4.8623E+03  4.9188E+07  1.6881E+04  2.5815E+06  2.0973E+05  2.1296E-06  3.5412E+06
  3.8507E+06  1.5082E-01  1.0320E+03  1.8097E+12  1.5403E+11  1.2950E+07  2.1325E-17  3.4333E-08  2.2983E-04  1.4050E-04  6.1277E+07  4.9594E+03  5.1003E+07  1.6934E+04  2.6768E+06  2.1747E+05  2.1830E-06  3.6715E+06
  3.9243E+06  1.5639E-01  1.0321E+03  1.8765E+12  1.5972E+11  1.3205E+07  2.2192E-17  3.5064E-08  2.3053E-04  1.4593E-04  6.3536E+07  5.0585E+03  5.2884E+07  1.6986E+04  2.7756E+06  2.2550E+05  2.2379E-06  3.8066E+06
  3.9979E+06  1.6217E-01  1.0321E+03  1.9458E+12  1.6561E+11  1.3464E+07  2.3094E-17  3.5810E-08  2.3124E-04  1.5158E-04  6.5879E+07  5.1595E+03  5.4836E+07  1.7038E+04  2.8780E+06  2.3382E+05  2.2943E-06  3.9467E+06
  4.0715E+06  1.6816E-01  1.0322E+03  2.0176E+12  1.7172E+11  1.3729E+07  2.4033E-17  3.6571E-08  2.3194E-04  1.5745E-04  6.8309E+07  5.2626E+03  5.6859E+07  1.7089E+04  2.9842E+06  2.4245E+05  2.3524E-06  4.0920E+06
  4.1451E+06  1.7437E-01  1.0322E+03  2.0920E+12  1.7806E+11  1.3999E+07  2.5010E-17  3.7349E-08  2.3266E-04  1.6355E-04  7.0827E+07  5.3677E+03  5.8957E+07  1.7140E+04  3.0943E+06  2.5140E+05  2.4121E-06  4.2426E+06
  4.2188E+06  1.8081E-01  1.0323E+03  2.1692E+12  1.8463E+11  1.4274E+07  2.6026E-17  3.8143E-08  2.3337E-04  1.6988E-04  7.3439E+07  5.4750E+03  6.1132E+07  1.7191E+04  3.2084E+06  2.6068E+05  2.4736E-06  4.3987E+06
  4.2924E+06  1.8749E-01  1.0323E+03  2.2492E+12  1.9144E+11  1.4555E+07  2.7084E-17  3.8954E-08  2.3408E-04  1.7646E-04  7.6147E+07  5.5843E+03  6.3387E+07  1.7241E+04  3.3268E+06  2.7030E+05  2.5368E-06  4.5606E+06
  4.3660E+06  1.9447E-01  1.0324E+03  2.3329E+12  1.9856E+11  1.4847E+07  2.8209E-17  3.9807E-08  2.3491E-04  1.8340E-04  7.8977E+07  5.6981E+03  6.5745E+07  1.7296E+04  3.4506E+06  2.8036E+05  2.6039E-06  4.7298E+06
  4.4396E+06  2.0174E-01  1.0325E+03  2.4200E+12  2.0598E+11  1.5146E+07  2.9393E-17  4.0689E-08  2.3579E-04  1.9066E-04  8.1923E+07  5.8154E+03  6.8199E+07  1.7353E+04  3.5794E+06  2.9083E+05  2.6738E-06  4.9059E+06
  4.5132E+06  2.0929E-01  1.0325E+03  2.5104E+12  2.1367E+11  1.5452E+07  3.0626E-17  4.1591E-08  2.3668E-04  1.9822E-04  8.4980E+07  5.9350E+03  7.0746E+07  1.7410E+04  3.7131E+06  3.0169E+05  2.7459E-06  5.0885E+06
  4.5868E+06  2.1711E-01  1.0326E+03  2.6041E+12  2.2165E+11  1.5764E+07  3.1911E-17  4.2513E-08  2.3756E-04  2.0607E-04  8.8150E+07  6.0571E+03  7.3387E+07  1.7466E+04  3.8517E+06  3.1295E+05  2.8201E-06  5.2780E+06
  4.6604E+06  2.2523E-01  1.0327E+03  2.7013E+12  2.2992E+11  1.6083E+07  3.3250E-17  4.3456E-08  2.3846E-04  2.1424E-04  9.1438E+07  6.1817E+03  7.6126E+07  1.7523E+04  3.9955E+06  3.2464E+05  2.8966E-06  5.4745E+06
  4.7340E+06  2.3365E-01  1.0327E+03  2.8022E+12  2.3851E+11  1.6408E+07  3.4645E-17  4.4419E-08  2.3935E-04  2.2273E-04  9.4848E+07  6.3089E+03  7.8968E+07  1.7578E+04  4.1447E+06  3.3676E+05  2.9754E-06  5.6783E+06
  4.8077E+06  2.4239E-01  1.0328E+03  2.9068E+12  2.4741E+11  1.6739E+07  3.6098E-17  4.5404E-08  2.4025E-04  2.3156E-04  9.8386E+07  6.4386E+03  8.1916E+07  1.7634E+04  4.2995E+06  3.4934E+05  3.0566E-06  5.8897E+06
  4.8813E+06  2.5146E-01  1.0329E+03  3.0154E+12  2.5665E+11  1.7077E+07  3.7613E-17  4.6410E-08  2.4115E-04  2.4073E-04  1.0205E+08  6.5711E+03  8.4974E+07  1.7689E+04  4.4600E+06  3.6239E+05  3.1403E-06  6.1089E+06
  4.9549E+06  2.6086E-01  1.0330E+03  3.1280E+12  2.6623E+11  1.7422E+07  3.9191E-17  4.7439E-08  2.4205E-04  2.5028E-04  1.0586E+08  6.7063E+03  8.8147E+07  1.7744E+04  4.6265E+06  3.7592E+05  3.2266E-06  6.3363E+06
  5.0285E+06  2.7065E-01  1.0330E+03  3.2452E+12  2.7621E+11  1.7776E+07  4.0848E-17  4.8500E-08  2.4299E-04  2.6026E-04  1.0982E+08  6.8452E+03  9.1450E+07  1.7801E+04  4.7999E+06  3.9001E+05  3.3163E-06  6.5730E+06
  5.1021E+06  2.8090E-01  1.0331E+03  3.3678E+12  2.8665E+11  1.8142E+07  4.2603E-17  4.9607E-08  2.4401E-04  2.7076E-04  1.1397E+08  6.9892E+03  9.4904E+07  1.7860E+04  4.9813E+06  4.0475E+05  3.4107E-06  6.8205E+06
  5.1757E+06  2.9153E-01  1.0332E+03  3.4951E+12  2.9748E+11  1.8516E+07  4.4434E-17  5.0739E-08  2.4503E-04  2.8170E-04  1.1826E+08  7.1362E+03  9.8488E+07  1.7920E+04  5.1695E+06  4.2004E+05  3.5082E-06  7.0774E+06
  5.2493E+06  3.0257E-01  1.0332E+03  3.6271E+12  3.0872E+11  1.8898E+07  4.6343E-17  5.1897E-08  2.4606E-04  2.9307E-04  1.2273E+08  7.2863E+03  1.0221E+08  1.7979E+04  5.3648E+06  4.3592E+05  3.6087E-06  7.3439E+06
  5.3229E+06  3.1402E-01  1.0333E+03  3.7641E+12  3.2038E+11  1.9288E+07  4.8334E-17  5.3082E-08  2.4709E-04  3.0491E-04  1.2735E+08  7.4396E+03  1.0607E+08  1.8038E+04  5.5675E+06  4.5239E+05  3.7124E-06  7.6204E+06
  5.3965E+06  3.2590E-01  1.0334E+03  3.9064E+12  3.3249E+11  1.9685E+07  5.0411E-17  5.4293E-08  2.4812E-04  3.1722E-04  1.3216E+08  7.5961E+03  1.1007E+08  1.8097E+04  5.7778E+06  4.6948E+05  3.8194E-06  7.9073E+06
  5.4702E+06  3.3824E-01  1.0335E+03  4.0539E+12  3.4505E+11  2.0091E+07  5.2577E-17  5.5532E-08  2.4916E-04  3.3003E-04  1.3714E+08  7.7558E+03  1.1423E+08  1.8155E+04  5.9961E+06  4.8722E+05  3.9299E-06  8.2050E+06
  5.5438E+06  3.5104E-01  1.0336E+03  4.2071E+12  3.5808E+11  2.0505E+07  5.4837E-17  5.6800E-08  2.5020E-04  3.4336E-04  1.4231E+08  7.9190E+03  1.1855E+08  1.8214E+04  6.2227E+06  5.0563E+05  4.0439E-06  8.5138E+06
  5.6174E+06  3.6433E-01  1.0336E+03  4.3661E+12  3.7161E+11  2.0928E+07  5.7193E-17  5.8096E-08  2.5124E-04  3.5722E-04  1.4767E+08  8.0855E+03  1.2302E+08  1.8272E+04  6.4578E+06  5.2474E+05  4.1616E-06  8.8343E+06
  5.6910E+06  3.7813E-01  1.0337E+03  4.5312E+12  3.8567E+11  2.1359E+07  5.9648E-17  5.9419E-08  2.5227E-04  3.7164E-04  1.5324E+08  8.2554E+03  1.2767E+08  1.8330E+04  6.7020E+06  5.4459E+05  4.2828E-06  9.1671E+06
  5.7646E+06  3.9267E-01  1.0338E+03  4.7051E+12  4.0047E+11  2.1793E+07  6.2148E-17  6.0714E-08  2.5298E-04  3.8654E-04  1.5911E+08  8.4254E+03  1.3257E+08  1.8373E+04  6.9592E+06  5.6549E+05  4.4029E-06  9.5176E+06
  5.8382E+06  4.0776E-01  1.0338E+03  4.8857E+12  4.1584E+11  2.2235E+07  6.4754E-17  6.2037E-08  2.5370E-04  4.0204E-04  1.6519E+08  8.5990E+03  1.3766E+08  1.8416E+04  7.2264E+06  5.8720E+05  4.5268E-06  9.8815E+06
