 Teff =  2300.00  logg =  4.50  mixLengthPara =  2.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.29
           6           7
 
           z           T        n<H>         rho           p        wmix        tau n_H         n_Mg        n_Fe        n_Al        n_Ti        n_TIO       n_TIO2      n_TIS       n_SIO       n_SIO2      n_SIS       n_H2O       n_H2        n_H2S       n_MGO       n_MGOH      n_MG(OH)2   n_FEO       n_FES       n_FE(OH)2   n_ALOH      n_ALH       n_AL2O      n_ALS       n_ALO2H              pel
  1.3420E+07  1.0570E+03  1.4588E+14  3.3034E-10  1.2466E+01  7.2347E-14  0.0000E+00  2.1239E+08  2.2021E+08  8.8449E+08  3.9985E+04  5.7224E-04  6.7623E+01  4.3072E+02  1.0574E+00  3.3843E+08  1.9264E+01  1.0043E+08  1.6739E+10  7.2919E+13  1.9047E+09  6.4900E+00  4.8694E+05  4.4005E+01  6.1941E+01  2.6274E+04  4.2242E+02  5.1380E+07  1.2823E+03  9.1400E+06  8.9230E+04  2.2358E+05  2.5288E-10
  1.3494E+07  1.0573E+03  1.4767E+14  3.3439E-10  1.2623E+01  7.4363E-14  0.0000E+00  2.1516E+08  2.1335E+08  8.6481E+08  3.9474E+04  5.8968E-04  6.9179E+01  4.3827E+02  1.0861E+00  3.2953E+08  1.8750E+01  9.8110E+07  1.6913E+10  7.3815E+13  1.9317E+09  6.2963E+00  4.7203E+05  4.2707E+01  6.0599E+01  2.5721E+04  4.1344E+02  5.0524E+07  1.2712E+03  8.7450E+06  8.7972E+04  2.1925E+05  2.5624E-10
  1.3567E+07  1.0576E+03  1.4948E+14  3.3850E-10  1.2782E+01  7.6434E-14  0.0000E+00  2.1797E+08  2.0692E+08  8.4604E+08  3.8980E+04  6.0753E-04  7.0763E+01  4.4594E+02  1.1152E+00  3.2112E+08  1.8265E+01  9.5900E+07  1.7091E+10  7.4721E+13  1.9588E+09  6.1153E+00  4.5811E+05  4.1500E+01  5.9325E+01  2.5192E+04  4.0497E+02  4.9702E+07  1.2604E+03  8.3725E+06  8.6747E+04  2.1510E+05  2.5965E-10
  1.3641E+07  1.0579E+03  1.5132E+14  3.4265E-10  1.2942E+01  7.8564E-14  0.0000E+00  2.2081E+08  2.0088E+08  8.2811E+08  3.8502E+04  6.2580E-04  7.2376E+01  4.5375E+02  1.1447E+00  3.1316E+08  1.7808E+01  9.3793E+07  1.7272E+10  7.5638E+13  1.9862E+09  5.9460E+00  4.4508E+05  4.0375E+01  5.8114E+01  2.4684E+04  3.9695E+02  4.8910E+07  1.2501E+03  8.0207E+06  8.5552E+04  2.1113E+05  2.6310E-10
  1.3715E+07  1.0582E+03  1.5317E+14  3.4686E-10  1.3105E+01  8.0753E-14  0.0000E+00  2.2368E+08  1.9519E+08  8.1096E+08  3.8039E+04  6.4449E-04  7.4019E+01  4.6169E+02  1.1748E+00  3.0561E+08  1.7376E+01  9.1780E+07  1.7457E+10  7.6567E+13  2.0137E+09  5.7871E+00  4.3285E+05  3.9323E+01  5.6961E+01  2.4196E+04  3.8936E+02  4.8146E+07  1.2402E+03  7.6880E+06  8.4387E+04  2.0732E+05  2.6659E-10
  1.3788E+07  1.0585E+03  1.5505E+14  3.5112E-10  1.3270E+01  8.3002E-14  0.0000E+00  2.2660E+08  1.8982E+08  7.9454E+08  3.7590E+04  6.6362E-04  7.5692E+01  4.6976E+02  1.2053E+00  2.9843E+08  1.6967E+01  8.9854E+07  1.7645E+10  7.7507E+13  2.0415E+09  5.6378E+00  4.2135E+05  3.8338E+01  5.5861E+01  2.3727E+04  3.8215E+02  4.7409E+07  1.2306E+03  7.3731E+06  8.3251E+04  2.0366E+05  2.7013E-10
  1.3862E+07  1.0588E+03  1.5696E+14  3.5543E-10  1.3437E+01  8.5315E-14  0.0000E+00  2.2955E+08  1.8476E+08  7.7879E+08  3.7154E+04  6.8322E-04  7.7397E+01  4.7798E+02  1.2363E+00  2.9160E+08  1.6579E+01  8.8010E+07  1.7836E+10  7.8459E+13  2.0695E+09  5.4971E+00  4.1052E+05  3.7413E+01  5.4810E+01  2.3276E+04  3.7530E+02  4.6697E+07  1.2213E+03  7.0747E+06  8.2141E+04  2.0014E+05  2.7371E-10
  1.3936E+07  1.0590E+03  1.5888E+14  3.5979E-10  1.3605E+01  8.7692E-14  0.0000E+00  2.3254E+08  1.7996E+08  7.6366E+08  3.6730E+04  7.0329E-04  7.9134E+01  4.8634E+02  1.2679E+00  2.8510E+08  1.6210E+01  8.6241E+07  1.8031E+10  7.9422E+13  2.0978E+09  5.3642E+00  4.0030E+05  3.6543E+01  5.3805E+01  2.2841E+04  3.6877E+02  4.6008E+07  1.2124E+03  6.7915E+06  8.1056E+04  1.9674E+05  2.7734E-10
  1.4009E+07  1.0593E+03  1.6083E+14  3.6421E-10  1.3776E+01  9.0135E-14  0.0000E+00  2.3557E+08  1.7540E+08  7.4912E+08  3.6317E+04  7.2385E-04  8.0904E+01  4.9484E+02  1.3000E+00  2.7888E+08  1.5859E+01  8.4543E+07  1.8229E+10  8.0397E+13  2.1263E+09  5.2386E+00  3.9063E+05  3.5723E+01  5.2843E+01  2.2422E+04  3.6255E+02  4.5340E+07  1.2037E+03  6.5225E+06  7.9996E+04  1.9346E+05  2.8102E-10
  1.4083E+07  1.0596E+03  1.6281E+14  3.6868E-10  1.3950E+01  9.2646E-14  0.0000E+00  2.3863E+08  1.7108E+08  7.3513E+08  3.5915E+04  7.4491E-04  8.2709E+01  5.0349E+02  1.3327E+00  2.7294E+08  1.5524E+01  8.2910E+07  1.8430E+10  8.1384E+13  2.1551E+09  5.1196E+00  3.8146E+05  3.4948E+01  5.1919E+01  2.2017E+04  3.5661E+02  4.4693E+07  1.1953E+03  6.2667E+06  7.8958E+04  1.9030E+05  2.8475E-10
  1.4156E+07  1.0599E+03  1.6481E+14  3.7321E-10  1.4125E+01  9.5227E-14  0.0000E+00  2.4174E+08  1.6697E+08  7.2164E+08  3.5524E+04  7.6650E-04  8.4549E+01  5.1229E+02  1.3659E+00  2.6725E+08  1.5204E+01  8.1339E+07  1.8635E+10  8.2383E+13  2.1842E+09  5.0067E+00  3.7277E+05  3.4216E+01  5.1032E+01  2.1626E+04  3.5093E+02  4.4065E+07  1.1872E+03  6.0233E+06  7.7943E+04  1.8723E+05  2.8852E-10
  1.4230E+07  1.0602E+03  1.6683E+14  3.7779E-10  1.4302E+01  9.7880E-14  0.0000E+00  2.4488E+08  1.6305E+08  7.0864E+08  3.5142E+04  7.8862E-04  8.6424E+01  5.2124E+02  1.3998E+00  2.6180E+08  1.4899E+01  7.9824E+07  1.8843E+10  8.3395E+13  2.2135E+09  4.8993E+00  3.6450E+05  3.3522E+01  5.0180E+01  2.1248E+04  3.4549E+02  4.3454E+07  1.1792E+03  5.7915E+06  7.6949E+04  1.8427E+05  2.9235E-10
  1.4304E+07  1.0605E+03  1.6888E+14  3.8243E-10  1.4482E+01  1.0061E-13  0.0000E+00  2.4806E+08  1.5930E+08  6.9609E+08  3.4769E+04  8.1129E-04  8.8337E+01  5.3035E+02  1.4343E+00  2.5657E+08  1.4606E+01  7.8364E+07  1.9054E+10  8.4418E+13  2.2431E+09  4.7971E+00  3.5664E+05  3.2863E+01  4.9359E+01  2.0882E+04  3.4027E+02  4.2861E+07  1.1716E+03  5.5705E+06  7.5975E+04  1.8139E+05  2.9622E-10
  1.4377E+07  1.0608E+03  1.7095E+14  3.8712E-10  1.4664E+01  1.0341E-13  0.0000E+00  2.5129E+08  1.5573E+08  6.8396E+08  3.4405E+04  8.3454E-04  9.0287E+01  5.3961E+02  1.4694E+00  2.5154E+08  1.4326E+01  7.6954E+07  1.9268E+10  8.5455E+13  2.2731E+09  4.6997E+00  3.4913E+05  3.2238E+01  4.8568E+01  2.0527E+04  3.3527E+02  4.2283E+07  1.1641E+03  5.3597E+06  7.5019E+04  1.7861E+05  3.0014E-10
  1.4451E+07  1.0611E+03  1.7305E+14  3.9188E-10  1.4849E+01  1.0629E-13  0.0000E+00  2.5455E+08  1.5231E+08  6.7222E+08  3.4048E+04  8.5836E-04  9.2275E+01  5.4904E+02  1.5052E+00  2.4670E+08  1.4056E+01  7.5591E+07  1.9486E+10  8.6504E+13  2.3033E+09  4.6067E+00  3.4197E+05  3.1642E+01  4.7805E+01  2.0183E+04  3.3045E+02  4.1720E+07  1.1568E+03  5.1584E+06  7.4082E+04  1.7590E+05  3.0411E-10
  1.4524E+07  1.0614E+03  1.7518E+14  3.9669E-10  1.5035E+01  1.0925E-13  0.0000E+00  2.5786E+08  1.4903E+08  6.6086E+08  3.3700E+04  8.8279E-04  9.4304E+01  5.5862E+02  1.5417E+00  2.4205E+08  1.3798E+01  7.4273E+07  1.9707E+10  8.7566E+13  2.3338E+09  4.5178E+00  3.3513E+05  3.1074E+01  4.7067E+01  1.9849E+04  3.2582E+02  4.1171E+07  1.1497E+03  4.9660E+06  7.3163E+04  1.7327E+05  3.0814E-10
  1.4598E+07  1.0617E+03  1.7761E+14  4.0219E-10  1.5249E+01  1.1270E-13  0.0000E+00  2.6175E+08  1.4641E+08  6.5198E+08  3.3483E+04  9.1166E-04  9.6685E+01  5.6987E+02  1.5839E+00  2.3836E+08  1.3599E+01  7.3232E+07  1.9963E+10  8.8781E+13  2.3683E+09  4.4513E+00  3.2979E+05  3.0654E+01  4.6530E+01  1.9586E+04  3.2251E+02  4.0760E+07  1.1475E+03  4.8033E+06  7.2484E+04  1.7121E+05  3.1288E-10
  1.4672E+07  1.0622E+03  1.8078E+14  4.0938E-10  1.5529E+01  1.1730E-13  0.0000E+00  2.6707E+08  1.4508E+08  6.4830E+08  3.3569E+04  9.5134E-04  9.9929E+01  5.8519E+02  1.6403E+00  2.3668E+08  1.3525E+01  7.2769E+07  2.0306E+10  9.0369E+13  2.4125E+09  4.4310E+00  3.2749E+05  3.0535E+01  4.6421E+01  1.9470E+04  3.2200E+02  4.0651E+07  1.1569E+03  4.6950E+06  7.2344E+04  1.7038E+05  3.1936E-10
  1.4745E+07  1.0627E+03  1.8402E+14  4.1671E-10  1.5813E+01  1.2208E-13  0.0000E+00  2.7249E+08  1.4370E+08  6.4435E+08  3.3640E+04  9.9273E-04  1.0328E+02  6.0090E+02  1.6986E+00  2.3491E+08  1.3446E+01  7.2277E+07  2.0655E+10  9.1985E+13  2.4574E+09  4.4090E+00  3.2508E+05  3.0405E+01  4.6293E+01  1.9347E+04  3.2135E+02  4.0524E+07  1.1658E+03  4.5850E+06  7.2172E+04  1.6947E+05  3.2598E-10
  1.4819E+07  1.0632E+03  1.8731E+14  4.2416E-10  1.6104E+01  1.2706E-13  0.0000E+00  2.7802E+08  1.4227E+08  6.4014E+08  3.3695E+04  1.0359E-03  1.0674E+02  6.1704E+02  1.7589E+00  2.3306E+08  1.3362E+01  7.1757E+07  2.1010E+10  9.3630E+13  2.5032E+09  4.3853E+00  3.2255E+05  3.0263E+01  4.6144E+01  1.9215E+04  3.2058E+02  4.0381E+07  1.1743E+03  4.4738E+06  7.1969E+04  1.6851E+05  3.3273E-10
  1.4892E+07  1.0637E+03  1.9066E+14  4.3174E-10  1.6399E+01  1.3225E-13  0.0000E+00  2.8366E+08  1.4081E+08  6.3570E+08  3.3737E+04  1.0808E-03  1.1032E+02  6.3360E+02  1.8212E+00  2.3112E+08  1.3273E+01  7.1210E+07  2.1371E+10  9.5305E+13  2.5498E+09  4.3600E+00  3.1992E+05  3.0111E+01  4.5976E+01  1.9077E+04  3.1967E+02  4.0220E+07  1.1824E+03  4.3615E+06  7.1734E+04  1.6747E+05  3.3962E-10
  1.4966E+07  1.0641E+03  1.9407E+14  4.3947E-10  1.6700E+01  1.3764E-13  0.0000E+00  2.8941E+08  1.3930E+08  6.3102E+08  3.3763E+04  1.1277E-03  1.1401E+02  6.5059E+02  1.8858E+00  2.2911E+08  1.3179E+01  7.0639E+07  2.1738E+10  9.7009E+13  2.5973E+09  4.3332E+00  3.1719E+05  2.9949E+01  4.5790E+01  1.8931E+04  3.1865E+02  4.0044E+07  1.1900E+03  4.2485E+06  7.1468E+04  1.6638E+05  3.4664E-10
  1.5040E+07  1.0646E+03  1.9754E+14  4.4733E-10  1.7006E+01  1.4326E-13  0.0000E+00  2.9527E+08  1.3777E+08  6.2612E+08  3.3775E+04  1.1766E-03  1.1782E+02  6.6804E+02  1.9525E+00  2.2703E+08  1.3081E+01  7.0044E+07  2.2112E+10  9.8744E+13  2.6456E+09  4.3050E+00  3.1438E+05  2.9778E+01  4.5587E+01  1.8779E+04  3.1751E+02  3.9853E+07  1.1971E+03  4.1351E+06  7.1173E+04  1.6523E+05  3.5381E-10
  1.5113E+07  1.0651E+03  2.0107E+14  4.5533E-10  1.7318E+01  1.4910E-13  0.0000E+00  3.0125E+08  1.3620E+08  6.2102E+08  3.3773E+04  1.2275E-03  1.2176E+02  6.8595E+02  2.0215E+00  2.2488E+08  1.2979E+01  6.9427E+07  2.2493E+10  1.0051E+14  2.6948E+09  4.2756E+00  3.1149E+05  2.9599E+01  4.5367E+01  1.8621E+04  3.1626E+02  3.9647E+07  1.2038E+03  4.0214E+06  7.0849E+04  1.6402E+05  3.6112E-10
  1.5187E+07  1.0656E+03  2.0467E+14  4.6347E-10  1.7636E+01  1.5519E-13  0.0000E+00  3.0735E+08  1.3460E+08  6.1572E+08  3.3757E+04  1.2806E-03  1.2582E+02  7.0433E+02  2.0928E+00  2.2268E+08  1.2873E+01  6.8790E+07  2.2881E+10  1.0231E+14  2.7449E+09  4.2449E+00  3.0853E+05  2.9412E+01  4.5132E+01  1.8457E+04  3.1491E+02  3.9426E+07  1.2100E+03  3.9078E+06  7.0498E+04  1.6277E+05  3.6858E-10
  1.5261E+07  1.0661E+03  2.0833E+14  4.7176E-10  1.7959E+01  1.6152E-13  0.0000E+00  3.1357E+08  1.3298E+08  6.1025E+08  3.3728E+04  1.3360E-03  1.3002E+02  7.2319E+02  2.1666E+00  2.2042E+08  1.2764E+01  6.8134E+07  2.3275E+10  1.0414E+14  2.7959E+09  4.2131E+00  3.0550E+05  2.9217E+01  4.4881E+01  1.8287E+04  3.1345E+02  3.9192E+07  1.2158E+03  3.7945E+06  7.0120E+04  1.6146E+05  3.7619E-10
  1.5334E+07  1.0665E+03  2.1205E+14  4.8020E-10  1.8289E+01  1.6811E-13  0.0000E+00  3.1991E+08  1.3134E+08  6.0461E+08  3.3685E+04  1.3936E-03  1.3435E+02  7.4255E+02  2.2429E+00  2.1811E+08  1.2652E+01  6.7460E+07  2.3676E+10  1.0600E+14  2.8478E+09  4.1804E+00  3.0241E+05  2.9015E+01  4.4616E+01  1.8113E+04  3.1191E+02  3.8945E+07  1.2211E+03  3.6817E+06  6.9716E+04  1.6010E+05  3.8395E-10
  1.5408E+07  1.0670E+03  2.1585E+14  4.8878E-10  1.8624E+01  1.7497E-13  0.0000E+00  3.2638E+08  1.2968E+08  5.9881E+08  3.3630E+04  1.4537E-03  1.3883E+02  7.6243E+02  2.3217E+00  2.1576E+08  1.2536E+01  6.6770E+07  2.4085E+10  1.0790E+14  2.9007E+09  4.1466E+00  2.9928E+05  2.8808E+01  4.4338E+01  1.7933E+04  3.1027E+02  3.8685E+07  1.2260E+03  3.5696E+06  6.9287E+04  1.5870E+05  3.9187E-10
  1.5481E+07  1.0675E+03  2.1971E+14  4.9752E-10  1.8966E+01  1.8211E-13  0.0000E+00  3.3297E+08  1.2801E+08  5.9288E+08  3.3562E+04  1.5163E-03  1.4345E+02  7.8283E+02  2.4032E+00  2.1336E+08  1.2419E+01  6.6066E+07  2.4501E+10  1.0983E+14  2.9545E+09  4.1121E+00  2.9610E+05  2.8595E+01  4.4047E+01  1.7750E+04  3.0855E+02  3.8413E+07  1.2304E+03  3.4585E+06  6.8834E+04  1.5726E+05  3.9995E-10
  1.5555E+07  1.0680E+03  2.2364E+14  5.0642E-10  1.9314E+01  1.8954E-13  0.0000E+00  3.3970E+08  1.2633E+08  5.8681E+08  3.3482E+04  1.5815E-03  1.4822E+02  8.0376E+02  2.4874E+00  2.1093E+08  1.2298E+01  6.5348E+07  2.4924E+10  1.1179E+14  3.0093E+09  4.0768E+00  2.9288E+05  2.8377E+01  4.3744E+01  1.7562E+04  3.0675E+02  3.8130E+07  1.2344E+03  3.3485E+06  6.8359E+04  1.5578E+05  4.0819E-10
  1.5629E+07  1.0685E+03  2.2764E+14  5.1548E-10  1.9668E+01  1.9727E-13  0.0000E+00  3.4655E+08  1.2463E+08  5.8063E+08  3.3390E+04  1.6495E-03  1.5314E+02  8.2525E+02  2.5745E+00  2.0847E+08  1.2176E+01  6.4618E+07  2.5355E+10  1.1379E+14  3.0650E+09  4.0407E+00  2.8962E+05  2.8155E+01  4.3430E+01  1.7371E+04  3.0487E+02  3.7837E+07  1.2380E+03  3.2397E+06  6.7862E+04  1.5426E+05  4.1660E-10
  1.5702E+07  1.0690E+03  2.3171E+14  5.2470E-10  2.0029E+01  2.0532E-13  0.0000E+00  3.5354E+08  1.2293E+08  5.7433E+08  3.3286E+04  1.7203E-03  1.5822E+02  8.4730E+02  2.6644E+00  2.0598E+08  1.2051E+01  6.3878E+07  2.5794E+10  1.1582E+14  3.1217E+09  4.0041E+00  2.8634E+05  2.7928E+01  4.3106E+01  1.7177E+04  3.0293E+02  3.7533E+07  1.2411E+03  3.1324E+06  6.7344E+04  1.5271E+05  4.2518E-10
  1.5776E+07  1.0694E+03  2.3585E+14  5.3408E-10  2.0396E+01  2.1370E-13  0.0000E+00  3.6067E+08  1.2123E+08  5.6795E+08  3.3171E+04  1.7940E-03  1.6347E+02  8.6993E+02  2.7574E+00  2.0347E+08  1.1925E+01  6.3128E+07  2.6240E+10  1.1790E+14  3.1795E+09  3.9669E+00  2.8304E+05  2.7698E+01  4.2773E+01  1.6979E+04  3.0093E+02  3.7220E+07  1.2438E+03  3.0267E+06  6.6807E+04  1.5113E+05  4.3393E-10
  1.5849E+07  1.0699E+03  2.4007E+14  5.4363E-10  2.0770E+01  2.2242E-13  0.0000E+00  3.6794E+08  1.1952E+08  5.6147E+08  3.3046E+04  1.8709E-03  1.6889E+02  8.9316E+02  2.8535E+00  2.0094E+08  1.1798E+01  6.2369E+07  2.6695E+10  1.2000E+14  3.2383E+09  3.9293E+00  2.7971E+05  2.7465E+01  4.2430E+01  1.6779E+04  2.9886E+02  3.6899E+07  1.2462E+03  2.9227E+06  6.6252E+04  1.4953E+05  4.4285E-10
  1.5923E+07  1.0712E+03  2.5024E+14  5.6666E-10  2.1676E+01  2.4431E-13  0.0000E+00  3.8676E+08  1.2412E+08  5.8304E+08  3.4818E+04  2.0742E-03  1.8295E+02  9.5308E+02  3.0958E+00  2.0874E+08  1.2329E+01  6.4681E+07  2.7824E+10  1.2509E+14  3.3758E+09  4.1363E+00  2.9195E+05  2.8885E+01  4.4519E+01  1.7382E+04  3.1335E+02  3.8334E+07  1.3292E+03  3.0232E+06  6.8872E+04  1.5473E+05  4.6601E-10
  1.5997E+07  1.0728E+03  2.6341E+14  5.9650E-10  2.2851E+01  2.7441E-13  0.0000E+00  4.1159E+08  1.3097E+08  6.1483E+08  3.7378E+04  2.3585E-03  2.0211E+02  1.0333E+03  3.4256E+00  2.2028E+08  1.3110E+01  6.8097E+07  2.9290E+10  1.3167E+14  3.5536E+09  4.4403E+00  3.0997E+05  3.0956E+01  4.7566E+01  1.8271E+04  3.3431E+02  4.0423E+07  1.4486E+03  3.1890E+06  7.2689E+04  1.6239E+05  4.9660E-10
  1.6070E+07  1.0744E+03  2.7728E+14  6.2791E-10  2.4091E+01  3.0822E-13  0.0000E+00  4.3796E+08  1.3729E+08  6.4443E+08  3.9904E+04  2.6818E-03  2.2326E+02  1.1202E+03  3.7912E+00  2.3099E+08  1.3852E+01  7.1259E+07  3.0829E+10  1.3861E+14  3.7412E+09  4.7343E+00  3.2690E+05  3.2951E+01  5.0507E+01  1.9092E+04  3.5448E+02  4.2392E+07  1.5700E+03  3.3274E+06  7.6308E+04  1.6946E+05  5.2913E-10
  1.6144E+07  1.0760E+03  2.9188E+14  6.6097E-10  2.5397E+01  3.4619E-13  0.0000E+00  4.6597E+08  1.4293E+08  6.7123E+08  4.2358E+04  3.0494E-03  2.4661E+02  1.2142E+03  4.1966E+00  2.4065E+08  1.4538E+01  7.4100E+07  3.2446E+10  1.4590E+14  3.9392E+09  5.0125E+00  3.4239E+05  3.4831E+01  5.3286E+01  1.9828E+04  3.7348E+02  4.4203E+07  1.6920E+03  3.4329E+06  7.9664E+04  1.7583E+05  5.6374E-10
  1.6218E+07  1.0776E+03  3.0725E+14  6.9577E-10  2.6775E+01  3.8885E-13  0.0000E+00  4.9572E+08  1.4776E+08  6.9468E+08  4.4701E+04  3.4672E-03  2.7239E+02  1.3160E+03  4.6461E+00  2.4905E+08  1.5155E+01  7.6560E+07  3.4144E+10  1.5359E+14  4.1481E+09  5.2691E+00  3.5609E+05  3.6558E+01  5.5851E+01  2.0464E+04  3.9095E+02  4.5825E+07  1.8128E+03  3.5010E+06  8.2695E+04  1.8135E+05  6.0054E-10
  1.6291E+07  1.0792E+03  3.2343E+14  7.3240E-10  2.8227E+01  4.3676E-13  0.0000E+00  5.2731E+08  1.5169E+08  7.1432E+08  4.6894E+04  3.9422E-03  3.0084E+02  1.4261E+03  5.1447E+00  2.5602E+08  1.5690E+01  7.8590E+07  3.5927E+10  1.6167E+14  4.3686E+09  5.4992E+00  3.6772E+05  3.8098E+01  5.8154E+01  2.0987E+04  4.0656E+02  4.7225E+07  1.9309E+03  3.5289E+06  8.5346E+04  1.8593E+05  6.3969E-10
  1.6365E+07  1.0810E+03  3.4128E+14  7.7283E-10  2.9835E+01  4.9340E-13  0.0000E+00  5.6445E+08  1.5547E+08  7.3346E+08  4.9380E+04  4.5452E-03  3.3558E+02  1.5567E+03  5.7553E+00  2.6280E+08  1.6237E+01  8.0540E+07  3.7893E+10  1.7060E+14  4.6121E+09  5.7434E+00  3.7853E+05  3.9532E+01  6.0571E+01  2.1483E+04  4.2084E+02  4.8613E+07  2.0638E+03  3.5399E+06  8.8212E+04  1.9028E+05  6.8582E-10
  1.6438E+07  1.0829E+03  3.6027E+14  8.1583E-10  3.1550E+01  5.5795E-13  0.0000E+00  6.0479E+08  1.5827E+08  7.4842E+08  5.1741E+04  5.2527E-03  3.7492E+02  1.7012E+03  6.4504E+00  2.6802E+08  1.6696E+01  8.2017E+07  3.9979E+10  1.8009E+14  4.8717E+09  5.9596E+00  3.8692E+05  4.0723E+01  6.2707E+01  2.1856E+04  4.3265E+02  4.9755E+07  2.1950E+03  3.5091E+06  9.0698E+04  1.9357E+05  7.3601E-10
  1.6512E+07  1.0847E+03  3.8031E+14  8.6122E-10  3.3364E+01  6.3094E-13  0.0000E+00  6.4793E+08  1.5991E+08  7.5833E+08  5.3857E+04  6.0693E-03  4.1883E+02  1.8588E+03  7.2299E+00  2.7138E+08  1.7042E+01  8.2936E+07  4.2176E+10  1.9011E+14  5.1465E+09  6.1369E+00  3.9254E+05  4.1636E+01  6.4454E+01  2.2081E+04  4.4168E+02  5.0593E+07  2.3191E+03  3.4337E+06  9.2654E+04  1.9562E+05  7.8977E-10
  1.6586E+07  1.0866E+03  4.0147E+14  9.0914E-10  3.5281E+01  7.1349E-13  0.0000E+00  6.9404E+08  1.6042E+08  7.6318E+08  5.5698E+04  7.0117E-03  4.6782E+02  2.0307E+03  8.1037E+00  2.7288E+08  1.7274E+01  8.3298E+07  4.4490E+10  2.0069E+14  5.4371E+09  6.2734E+00  3.9540E+05  4.2266E+01  6.5793E+01  2.2160E+04  4.4785E+02  5.1118E+07  2.4347E+03  3.3176E+06  9.4055E+04  1.9643E+05  8.4733E-10
  1.6659E+07  1.0885E+03  4.2381E+14  9.5972E-10  3.7309E+01  8.0683E-13  0.0000E+00  7.4332E+08  1.5985E+08  7.6311E+08  5.7243E+04  8.0986E-03  5.2246E+02  2.2183E+03  9.0826E+00  2.7258E+08  1.7392E+01  8.3122E+07  4.6929E+10  2.1185E+14  5.7444E+09  6.3691E+00  3.9561E+05  4.2618E+01  6.6722E+01  2.2098E+04  4.5121E+02  5.1333E+07  2.5401E+03  3.1667E+06  9.4895E+04  1.9603E+05  9.0896E-10
  1.6733E+07  1.0904E+03  4.4702E+14  1.0123E-09  3.9423E+01  9.1084E-13  0.0000E+00  7.9704E+08  1.5803E+08  7.5719E+08  5.8535E+04  9.3829E-03  5.8451E+02  2.4254E+03  1.0200E+01  2.7019E+08  1.7381E+01  8.2304E+07  4.9458E+10  2.2345E+14  6.0643E+09  6.4197E+00  3.9219E+05  4.2530E+01  6.7178E+01  2.1865E+04  4.4993E+02  5.1169E+07  2.6345E+03  2.9806E+06  9.5193E+04  1.9414E+05  9.7628E-10
  1.6806E+07  1.0925E+03  4.7104E+14  1.0667E-09  4.1619E+01  1.0262E-12  0.0000E+00  8.5582E+08  1.5511E+08  7.4600E+08  5.9606E+04  1.0910E-02  6.5530E+02  2.6548E+03  1.1480E+01  2.6592E+08  1.7253E+01  8.0912E+07  5.2071E+10  2.3546E+14  6.3959E+09  6.4299E+00  3.8544E+05  4.2019E+01  6.7204E+01  2.1478E+04  4.4413E+02  5.0654E+07  2.7182E+03  2.7696E+06  9.5013E+04  1.9090E+05  1.0501E-09
  1.6880E+07  1.0945E+03  4.9635E+14  1.1240E-09  4.3937E+01  1.1562E-12  0.0000E+00  9.1878E+08  1.5156E+08  7.3163E+08  6.0409E+04  1.2681E-02  7.3449E+02  2.9055E+03  1.2917E+01  2.6053E+08  1.7049E+01  7.9183E+07  5.4823E+10  2.4811E+14  6.7455E+09  6.4107E+00  3.7714E+05  4.1334E+01  6.6919E+01  2.1003E+04  4.3649E+02  4.9917E+07  2.7914E+03  2.5501E+06  9.4390E+04  1.8686E+05  1.1294E-09
  1.6954E+07  1.0965E+03  5.2302E+14  1.1844E-09  4.6385E+01  1.3026E-12  0.0000E+00  9.8621E+08  1.4749E+08  7.1457E+08  6.0954E+04  1.4733E-02  8.2304E+02  3.1793E+03  1.4530E+01  2.5422E+08  1.6778E+01  7.7173E+07  5.7721E+10  2.6144E+14  7.1141E+09  6.3653E+00  3.6756E+05  4.0505E+01  6.6358E+01  2.0453E+04  4.2732E+02  4.8986E+07  2.8541E+03  2.3285E+06  9.3364E+04  1.8216E+05  1.2144E-09
  1.7027E+07  1.0986E+03  5.5112E+14  1.2480E-09  4.8969E+01  1.4676E-12  0.0000E+00  1.0584E+09  1.4301E+08  6.9532E+08  6.1255E+04  1.7110E-02  9.2202E+02  3.4785E+03  1.6339E+01  2.4716E+08  1.6452E+01  7.4938E+07  6.0774E+10  2.7549E+14  7.5027E+09  6.2975E+00  3.5700E+05  3.9560E+01  6.5555E+01  1.9843E+04  4.1689E+02  4.7888E+07  2.9066E+03  2.1099E+06  9.1980E+04  1.7690E+05  1.3056E-09
  1.7101E+07  1.1006E+03  5.8068E+14  1.3150E-09  5.1693E+01  1.6533E-12  0.0000E+00  1.1357E+09  1.3822E+08  6.7424E+08  6.1326E+04  1.9863E-02  1.0326E+03  3.8052E+03  1.8368E+01  2.3949E+08  1.6078E+01  7.2519E+07  6.3986E+10  2.9027E+14  7.9116E+09  6.2098E+00  3.4562E+05  3.8515E+01  6.4536E+01  1.9185E+04  4.0535E+02  4.6645E+07  2.9488E+03  1.8980E+06  9.0277E+04  1.7119E+05  1.4035E-09
