    K,   J,  wlos(J),   WLSTEP(J),   Y
   49  8163  73994.54     37.00      0.00
   49  8164  74031.55     37.01      0.00
   49  8165  74068.57     37.03      0.00
   49  8166  74105.62     37.05      0.00
   49  8167  74142.68     37.07      0.00
   49  8168  74179.76     37.09      0.00
   49  8169  74216.85     37.11      0.00
   49  8170  74253.97     37.13      0.00
   49  8171  74291.11     37.14      0.00
   49  8172  74328.26     37.16      0.00
   49  8173  74365.43     37.18      0.00
   49  8174  74402.62     37.20      0.00
   49  8175  74439.83     37.22      0.00
   49  8176  74477.06     37.24      0.00
   49  8177  74514.31     37.26      0.00
   49  8178  74551.57     37.27      0.00
   49  8179  74588.86     37.29      0.00
   49  8180  74626.16     37.31      0.00
   49  8181  74663.48     37.33      0.00
   49  8182  74700.82     37.35      0.00
   49  8183  74738.18     37.37      0.00
   49  8184  74775.56     37.39      0.00
   49  8185  74812.96     37.41      0.00
   49  8186  74850.37     37.42      0.00
   49  8187  74887.80     37.44      0.00
   49  8188  74925.26     37.46      0.00
   49  8189  74962.73     37.48      0.00
   49  8190  75000.22     37.50      0.00
   49  8191  75037.73     37.52      0.00
   49  8192  75075.25     37.54      0.00
   49  8193  75112.80     37.56      0.00
   49  8194  75150.36     37.57      0.00
   49  8195  75187.95     37.59      0.00
   49  8196  75225.55     37.61      0.00
   49  8197  75263.17     37.63      0.00
   49  8198  75300.81     37.65      0.00
   49  8199  75338.47     37.67      0.00
   49  8200  75376.15     37.69      0.00
   49  8201  75413.85     37.71      0.00
   49  8202  75451.56     37.72      0.00
   49  8203  75489.29     37.74      0.00
   49  8204  75527.05     37.76      0.00
   49  8205  75564.82     37.78      0.00
   49  8206  75602.61     37.80      0.00
   49  8207  75640.42     37.82      0.00
   49  8208  75678.25     37.84      0.00
   49  8209  75716.10     37.86      0.00
   49  8210  75753.96     37.88      0.00
   49  8211  75791.85     37.89      0.00
   49  8212  75829.75     37.91      0.00
   49  8213  75867.68     37.93      0.00
   49  8214  75905.62     37.95      0.00
   49  8215  75943.58     37.97      0.00
   49  8216  75981.56     37.99      0.00
   49  8217  76019.56     38.01      0.00
   49  8218  76057.58     38.03      0.00
   49  8219  76095.62     38.05      0.00
   49  8220  76133.67     38.07      0.00
   49  8221  76171.75     38.08      0.00
   49  8222  76209.84     38.10      0.00
   49  8223  76247.96     38.12      0.00
   49  8224  76286.09     38.14      0.00
   49  8225  76324.24     38.16      0.00
   49  8226  76362.41     38.18      0.00
   49  8227  76400.60     38.20      0.00
   49  8228  76438.81     38.22      0.00
   49  8229  76477.04     38.24      0.00
   49  8230  76515.28     38.26      0.00
   49  8231  76553.55     38.28      0.00
   49  8232  76591.84     38.29      0.00
   49  8233  76630.14     38.31      0.00
   49  8234  76668.46     38.33      0.00
   49  8235  76706.81     38.35      0.00
   49  8236  76745.17     38.37      0.00
   49  8237  76783.55     38.39      0.00
   49  8238  76821.95     38.41      0.00
   49  8239  76860.37     38.43      0.00
   49  8240  76898.81     38.45      0.00
   49  8241  76937.27     38.47      0.00
   49  8242  76975.74     38.49      0.00
   49  8243  77014.24     38.51      0.00
   49  8244  77052.76     38.53      0.00
   49  8245  77091.29     38.54      0.00
   49  8246  77129.85     38.56      0.00
   49  8247  77168.42     38.58      0.00
   49  8248  77207.01     38.60      0.00
   49  8249  77245.62     38.62      0.00
   49  8250  77284.26     38.64      0.00
   49  8251  77322.91     38.66      0.00
   49  8252  77361.58     38.68      0.00
   49  8253  77400.27     38.70      0.00
   49  8254  77438.98     38.72      0.00
   49  8255  77477.70     38.74      0.00
   49  8256  77516.45     38.76      0.00
   49  8257  77555.22     38.78      0.00
   49  8258  77594.00     38.80      0.00
   49  8259  77632.81     38.82      0.00
   49  8260  77671.64     38.83      0.00
   49  8261  77710.48     38.85      0.00
   49  8262  77749.34     38.87      0.00
   49  8263  77788.23     38.89      0.00
   49  8264  77827.13     38.91      0.00
   49  8265  77866.05     38.93      0.00
   49  8266  77904.99     38.95      0.00
   49  8267  77943.96     38.97      0.00
   49  8268  77982.94     38.99      0.00
   49  8269  78021.94     39.01      0.00
   49  8270  78060.96     39.03      0.00
   49  8271  78100.00     39.05      0.00
   49  8272  78139.05     39.07      0.00
   49  8273  78178.13     39.09      0.00
   49  8274  78217.23     39.11      0.00
   49  8275  78256.35     39.13      0.00
   49  8276  78295.49     39.15      0.00
   49  8277  78334.64     39.17      0.00
   49  8278  78373.82     39.19      0.00
   49  8279  78413.01     39.21      0.00
   49  8280  78452.23     39.23      0.00
   49  8281  78491.46     39.24      0.00
   49  8282  78530.72     39.26      0.00
   49  8283  78569.99     39.28      0.00
   49  8284  78609.29     39.30      0.00
   49  8285  78648.60     39.32      0.00
   49  8286  78687.93     39.34      0.00
   49  8287  78727.29     39.36      0.00
   49  8288  78766.66     39.38      0.00
   49  8289  78806.05     39.40      0.00
   49  8290  78845.46     39.42      0.00
   49  8291  78884.89     39.44      0.00
   49  8292  78924.35     39.46      0.00
   49  8293  78963.82     39.48      0.00
   49  8294  79003.31     39.50      0.00
   49  8295  79042.82     39.52      0.00
   49  8296  79082.35     39.54      0.00
   49  8297  79121.90     39.56      0.00
   49  8298  79161.47     39.58      0.00
   49  8299  79201.06     39.60      0.00
   49  8300  79240.67     39.62      0.00
   49  8301  79280.30     39.64      0.00
   49  8302  79319.95     39.66      0.00
   49  8303  79359.61     39.68      0.00
   49  8304  79399.30     39.70      0.00
   49  8305  79439.01     39.72      0.00
   49  8306  79478.74     39.74      0.00
   49  8307  79518.49     39.76      0.00
   49  8308  79558.26     39.78      0.00
   49  8309  79598.04     39.80      0.00
   49  8310  79637.85     39.82      0.00
   49  8311  79677.68     39.84      0.00
   49  8312  79717.53     39.86      0.00
   49  8313  79757.40     39.88      0.00
   49  8314  79797.28     39.90      0.00
   49  8315  79837.19     39.92      0.00
   49  8316  79877.12     39.94      0.00
   49  8317  79917.07     39.96      0.00
   49  8318  79957.03     39.98      0.00
   49  8319  79997.02     40.00      0.00
   49  8320  80037.03     40.02      0.00
   49  8321  80077.06     40.04      0.00
   49  8322  80117.10     40.06      0.00
   49  8323  80157.17     40.08      0.00
   49  8324  80197.26     40.10      0.00
   49  8325  80237.37     40.12      0.00
   49  8326  80277.49     40.14      0.00
   49  8327  80317.64     40.16      0.00
   49  8328  80357.81     40.18      0.00
   49  8329  80398.00     40.20      0.00
   49  8330  80438.21     40.22      0.00
   49  8331  80478.43     40.24      0.00
   49  8332  80518.68     40.26      0.00
   49  8333  80558.95     40.28      0.00
   49  8334  80599.24     40.30      0.00
   49  8335  80639.55     40.32      0.00
   49  8336  80679.88     40.34      0.00
   49  8337  80720.23     40.36      0.00
   49  8338  80760.60     40.38      0.00
   49  8339  80800.98     40.40      0.00
   49  8340  80841.39     40.42      0.00
   49  8341  80881.82     40.44      0.00
   49  8342  80922.27     40.46      0.00
   49  8343  80962.74     40.48      0.00
   49  8344  81003.23     40.50      0.00
   49  8345  81043.75     40.52      0.00
   49  8346  81084.28     40.54      0.00
   49  8347  81124.83     40.56      0.00
   49  8348  81165.40     40.58      0.00
   49  8349  81205.99     40.60      0.00
   49  8350  81246.60     40.62      0.00
   49  8351  81287.24     40.64      0.00
   49  8352  81327.89     40.66      0.00
   49  8353  81368.56     40.68      0.00
   49  8354  81409.26     40.70      0.00
   49  8355  81449.97     40.72      0.00
   49  8356  81490.70     40.74      0.00
   49  8357  81531.46     40.76      0.00
   49  8358  81572.23     40.79      0.00
   49  8359  81613.03     40.81      0.00
   49  8360  81653.84     40.83      0.00
   49  8361  81694.68     40.85      0.00
   49  8362  81735.54     40.87      0.00
   49  8363  81776.41     40.89      0.00
   49  8364  81817.31     40.91      0.00
   49  8365  81858.23     40.93      0.00
   49  8366  81899.17     40.95      0.00
   49  8367  81940.13     40.97      0.00
   49  8368  81981.10     40.99      0.00
   49  8369  82022.10     41.01      0.00
   49  8370  82063.12     41.03      0.00
   49  8371  82104.17     41.05      0.00
   49  8372  82145.23     41.07      0.00
   49  8373  82186.31     41.09      0.00
   49  8374  82227.41     41.11      0.00
   49  8375  82268.53     41.13      0.00
   49  8376  82309.68     41.15      0.00
   49  8377  82350.84     41.17      0.00
   49  8378  82392.03     41.19      0.00
   49  8379  82433.23     41.22      0.00
   49  8380  82474.46     41.24      0.00
   49  8381  82515.70     41.26      0.00
   49  8382  82556.97     41.28      0.00
   49  8383  82598.26     41.30      0.00
   49  8384  82639.57     41.32      0.00
   49  8385  82680.90     41.34      0.00
   49  8386  82722.25     41.36      0.00
   49  8387  82763.62     41.38      0.00
   49  8388  82805.01     41.40      0.00
   49  8389  82846.42     41.42      0.00
   49  8390  82887.85     41.44      0.00
   49  8391  82929.31     41.46      0.00
   49  8392  82970.78     41.48      0.00
   49  8393  83012.27     41.51      0.00
   49  8394  83053.79     41.53      0.00
   49  8395  83095.33     41.55      0.00
   49  8396  83136.88     41.57      0.00
   49  8397  83178.46     41.59      0.00
   49  8398  83220.06     41.61      0.00
   49  8399  83261.68     41.63      0.00
   49  8400  83303.32     41.65      0.00
   49  8401  83344.98     41.67      0.00
   49  8402  83386.66     41.69      0.00
   49  8403  83428.36     41.71      0.00
   49  8404  83470.09     41.73      0.00
   49  8405  83511.83     41.75      0.00
   49  8406  83553.60     41.78      0.00
   49  8407  83595.38     41.80      0.00
   49  8408  83637.19     41.82      0.00
   49  8409  83679.02     41.84      0.00
   49  8410  83720.87     41.86      0.00
   49  8411  83762.74     41.88      0.00
   49  8412  83804.63     41.90      0.00
   49  8413  83846.54     41.92      0.00
   49  8414  83888.47     41.94      0.00
   49  8415  83930.43     41.96      0.00
   49  8416  83972.40     41.99      0.00
   49  8417  84014.40     42.01      0.00
   49  8418  84056.41     42.03      0.00
   49  8419  84098.45     42.05      0.00
   49  8420  84140.51     42.07      0.00
   49  8421  84182.59     42.09      0.00
   49  8422  84224.69     42.11      0.00
   49  8423  84266.81     42.13      0.00
   49  8424  84308.96     42.15      0.00
   49  8425  84351.12     42.17      0.00
   49  8426  84393.30     42.20      0.00
   49  8427  84435.51     42.22      0.00
   49  8428  84477.74     42.24      0.00
   49  8429  84519.99     42.26      0.00
   49  8430  84562.26     42.28      0.00
   49  8431  84604.55     42.30      0.00
   49  8432  84646.86     42.32      0.00
   49  8433  84689.19     42.34      0.00
   49  8434  84731.55     42.36      0.00
   49  8435  84773.92     42.39      0.00
   49  8436  84816.32     42.41      0.00
   49  8437  84858.73     42.43      0.00
   49  8438  84901.17     42.45      0.00
   49  8439  84943.63     42.47      0.00
   49  8440  84986.12     42.49      0.00
   49  8441  85028.62     42.51      0.00
   49  8442  85071.14     42.53      0.00
   49  8443  85113.69     42.56      0.00
   49  8444  85156.25     42.58      0.00
   49  8445  85198.84     42.60      0.00
   49  8446  85241.45     42.62      0.00
   49  8447  85284.08     42.64      0.00
   49  8448  85326.73     42.66      0.00
   49  8449  85369.40     42.68      0.00
   49  8450  85412.10     42.70      0.00
   49  8451  85454.81     42.73      0.00
   49  8452  85497.55     42.75      0.00
   49  8453  85540.31     42.77      0.00
   49  8454  85583.09     42.79      0.00
   49  8455  85625.89     42.81      0.00
   49  8456  85668.71     42.83      0.00
   49  8457  85711.56     42.85      0.00
   49  8458  85754.42     42.88      0.00
   49  8459  85797.31     42.90      0.00
   49  8460  85840.22     42.92      0.00
   49  8461  85883.15     42.94      0.00
   49  8462  85926.10     42.96      0.00
   49  8463  85969.07     42.98      0.00
   49  8464  86012.07     43.00      0.00
   49  8465  86055.08     43.03      0.00
   49  8466  86098.12     43.05      0.00
   49  8467  86141.18     43.07      0.00
   49  8468  86184.26     43.09      0.00
   49  8469  86227.36     43.11      0.00
   49  8470  86270.48     43.13      0.00
   49  8471  86313.63     43.16      0.00
   49  8472  86356.79     43.18      0.00
   49  8473  86399.98     43.20      0.00
   49  8474  86443.19     43.22      0.00
   49  8475  86486.42     43.24      0.00
   49  8476  86529.68     43.26      0.00
   49  8477  86572.95     43.29      0.00
   49  8478  86616.25     43.31      0.00
   49  8479  86659.57     43.33      0.00
   49  8480  86702.91     43.35      0.00
   49  8481  86746.27     43.37      0.00
   49  8482  86789.65     43.39      0.00
   49  8483  86833.05     43.42      0.00
   49  8484  86876.48     43.44      0.00
   49  8485  86919.93     43.46      0.00
   49  8486  86963.40     43.48      0.00
   49  8487  87006.89     43.50      0.00
   49  8488  87050.40     43.52      0.00
   49  8489  87093.94     43.55      0.00
   49  8490  87137.49     43.57      0.00
   49  8491  87181.07     43.59      0.00
   49  8492  87224.67     43.61      0.00
   49  8493  87268.30     43.63      0.00
   49  8494  87311.94     43.65      0.00
   49  8495  87355.61     43.68      0.00
   49  8496  87399.29     43.70      0.00
   49  8497  87443.00     43.72      0.00
   49  8498  87486.73     43.74      0.00
   49  8499  87530.49     43.76      0.00
