 Teff =  2300.00  logg =  4.50  mixLengthPara =  2.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.29
           6         167
 
           z           p           T        n<H>  CH          CO          CH2         H2O         C2H         C2          C3          C4          C5          C2H2        CHO         H2CO        CH3         CH4         CO2         C2H4        C2H4O       C2O         C3O2        OH          HO2         HCN         CN          C2N         C2N2        NH          HNO         NH2         NO          NO2         N2O         H+          H-          C-          CHNO        CHO+        CN+         CN-         CNN         NCN         C2-         C4N2        HNO2(cis)   HNO2(tr)    HNO3        HO+         HO-         H2N2        NH3         H3O+        H4N2        NO+         NO2-        NO3         N2O3        N2O4        N2O5        O-          O2-         O3          CO2-        SI2         SI3         SIC         SI2C        SIC2        SIH         SIH4        SIN         SI2N        SIO         SIO2        AL+         ALH         HALO        ALOH        ALOH+       ALOH-       ALO2H       ALN         ALO         ALO+        ALO2        ALO2-       AL2O        AL2O+       AL2O2       AL202+      CAL         MGH         MGOH        MGOH+       MG(OH)2     MG+         MGN         MGO         ALS         CKN         NACN        COS       
  4.8242E+04  2.4656E-02  1.0306E+03  2.9541E+11  3.2101E-18  7.2487E+07  3.3318E-15  5.3382E+07  1.3321E-19  9.7179E-31  1.6017E-36  3.1289E-53  1.8473E-61  1.9250E-14  5.7872E-04  1.5233E-06  8.2356E-10  1.3502E-06  2.7123E+04  5.8988E-20  5.7173E-32  1.1137E-19  3.7374E-25  5.1402E+00  2.0569E-15  5.0463E-05  7.9518E-13  7.6395E-26  9.0836E-24  8.4267E-08  3.0364E-12  6.5358E-06  7.4010E-05  5.3737E-19  6.1774E-15  2.9760E-42  2.9137E-09  5.0553E-31  6.6267E-09  3.9440E-30  2.4291E-62  2.1000E-13  8.7710E-30  4.0953E-22  5.1228E-30  1.5575E-49  2.8594E-20  3.7021E-20  5.5250E-35  6.1462E-46  3.3453E-10  4.4788E-18  1.0874E-02  3.7576E-23  9.3227E-26  2.9457E-32  3.8302E-18  1.1083E-38  3.2260E-47  3.7132E-62  2.4867E-78  5.5158E-16  2.4872E-24  4.8461E-32  2.1683E-11  8.6813E-19  1.3805E-28  5.3409E-25  6.2962E-24  3.3397E-27  1.8529E-07  4.7067E-12  6.2704E-10  1.5690E-18  8.5197E+06  6.6956E-01  7.5938E-09  3.3296E+00  7.0966E-06  3.7373E+05  2.9882E-12  3.4342E-10  2.7888E+03  1.6388E-11  6.6862E-01  1.6238E-28  3.2711E-04  1.9709E-02  1.5523E+05  3.8804E-14  8.7757E+00  4.6093E-29  2.5372E-21  7.5457E+00  2.2082E+03  5.1760E-20  1.8845E-02  6.4460E-12  7.1930E-08  3.4457E-01  3.5803E+03  2.9728E-10  3.2373E-31  3.0634E+01
  9.6484E+04  2.5213E-02  1.0306E+03  3.0211E+11  3.3213E-18  7.4131E+07  3.4853E-15  5.4595E+07  1.4090E-19  1.0168E-30  1.7137E-36  3.4234E-53  2.0667E-61  2.0587E-14  5.9857E-04  1.5932E-06  8.7102E-10  1.4438E-06  2.7739E+04  6.4505E-20  6.2532E-32  1.1650E-19  3.9974E-25  5.1998E+00  2.0813E-15  5.2776E-05  8.2258E-13  8.0816E-26  9.7154E-24  8.6207E-08  3.1065E-12  6.7605E-06  7.4873E-05  5.4376E-19  6.3198E-15  2.9798E-42  2.9808E-09  5.2314E-31  6.9307E-09  4.0364E-30  2.4876E-62  2.1965E-13  9.1769E-30  4.2843E-22  5.4197E-30  1.7421E-49  2.9257E-20  3.7879E-20  5.6545E-35  6.1545E-46  3.4224E-10  4.6852E-18  1.1373E-02  3.8453E-23  9.9725E-26  2.9487E-32  3.9187E-18  1.1219E-38  3.3023E-47  3.8018E-62  2.5468E-78  5.5812E-16  2.5171E-24  4.8509E-32  2.2429E-11  9.0757E-19  1.4753E-28  5.5861E-25  6.7301E-24  3.5713E-27  1.9160E-07  5.0320E-12  6.4840E-10  1.6585E-18  8.7102E+06  6.8460E-01  7.5986E-09  3.4058E+00  7.2595E-06  3.8223E+05  3.0236E-12  3.5525E-10  2.8523E+03  1.6766E-11  6.7638E-01  1.6255E-28  3.3091E-04  2.0159E-02  1.5877E+05  3.9264E-14  8.9756E+00  4.6651E-29  2.6252E-21  7.8040E+00  2.2836E+03  5.2962E-20  1.9707E-02  6.5220E-12  7.4401E-08  3.5243E-01  3.6318E+03  3.1437E-10  3.4257E-31  3.1420E+01
  1.7010E+05  2.6088E-02  1.0306E+03  3.1262E+11  3.4983E-18  7.6711E+07  3.7333E-15  5.6499E+07  1.5351E-19  1.0896E-30  1.8997E-36  3.9271E-53  2.4527E-61  2.2809E-14  6.3019E-04  1.7060E-06  9.4876E-10  1.5992E-06  2.8705E+04  7.3933E-20  7.1692E-32  1.2480E-19  4.4293E-25  5.2921E+00  2.1191E-15  5.6510E-05  8.6623E-13  8.8061E-26  1.0765E-23  8.9252E-08  3.2165E-12  7.1183E-06  7.6208E-05  5.5365E-19  6.5434E-15  2.9856E-42  3.0861E-09  5.5120E-31  7.4216E-09  4.1816E-30  2.5795E-62  2.3524E-13  9.8329E-30  4.5895E-22  5.9063E-30  2.0666E-49  3.0298E-20  3.9228E-20  5.8578E-35  6.1672E-46  3.5434E-10  5.0186E-18  1.2177E-02  3.9830E-23  1.1052E-25  2.9534E-32  4.0578E-18  1.1429E-38  3.4222E-47  3.9411E-62  2.6413E-78  5.6826E-16  2.5634E-24  4.8582E-32  2.3616E-11  9.7125E-19  1.6327E-28  5.9821E-25  7.4505E-24  3.9559E-27  2.0165E-07  5.5721E-12  6.8242E-10  1.8050E-18  9.0092E+06  7.0819E-01  7.6059E-09  3.5255E+00  7.5154E-06  3.9557E+05  3.0784E-12  3.7409E-10  2.9520E+03  1.7360E-11  6.8839E-01  1.6280E-28  3.3681E-04  2.0866E-02  1.6431E+05  3.9978E-14  9.2894E+00  4.7515E-29  2.7653E-21  8.2153E+00  2.4036E+03  5.4848E-20  2.1099E-02  6.6396E-12  7.8336E-08  3.6478E-01  3.7116E+03  3.4236E-10  3.7346E-31  3.2656E+01
  2.4371E+05  2.6994E-02  1.0306E+03  3.2351E+11  3.6848E-18  7.9381E+07  3.9990E-15  5.8470E+07  1.6726E-19  1.1677E-30  2.1059E-36  4.5049E-53  2.9108E-61  2.5270E-14  6.6348E-04  1.8269E-06  1.0335E-09  1.7715E-06  2.9705E+04  8.4740E-20  8.2195E-32  1.3368E-19  4.9079E-25  5.3860E+00  2.1576E-15  6.0510E-05  9.1220E-13  9.5955E-26  1.1928E-23  9.2405E-08  3.3304E-12  7.4951E-06  7.7566E-05  5.6372E-19  6.7750E-15  2.9915E-42  3.1952E-09  5.8076E-31  7.9473E-09  4.3320E-30  2.6749E-62  2.5194E-13  1.0536E-29  4.9165E-22  6.4367E-30  2.4517E-49  3.1377E-20  4.0624E-20  6.0684E-35  6.1799E-46  3.6687E-10  5.3758E-18  1.3039E-02  4.1257E-23  1.2249E-25  2.9580E-32  4.2017E-18  1.1642E-38  3.5464E-47  4.0855E-62  2.7393E-78  5.7858E-16  2.6105E-24  4.8656E-32  2.4867E-11  1.0394E-18  1.8069E-28  6.4063E-25  8.2481E-24  4.3820E-27  2.1223E-07  6.1703E-12  7.1822E-10  1.9645E-18  9.3185E+06  7.3261E-01  7.6132E-09  3.6494E+00  7.7803E-06  4.0938E+05  3.1343E-12  3.9393E-10  3.0551E+03  1.7974E-11  7.0061E-01  1.6305E-28  3.4280E-04  2.1597E-02  1.7005E+05  4.0704E-14  9.6142E+00  4.8395E-29  2.9130E-21  8.6483E+00  2.5299E+03  5.6802E-20  2.2589E-02  6.7594E-12  8.2479E-08  3.7756E-01  3.7928E+03  3.7285E-10  4.0714E-31  3.3937E+01
  3.1732E+05  2.7931E-02  1.0306E+03  3.3477E+11  3.8813E-18  8.2145E+07  4.2836E-15  6.0510E+07  1.8223E-19  1.2513E-30  2.3346E-36  5.1677E-53  3.4545E-61  2.7997E-14  6.9853E-04  1.9562E-06  1.1257E-09  1.9622E-06  3.0740E+04  9.7127E-20  9.4236E-32  1.4320E-19  5.4383E-25  5.4816E+00  2.1968E-15  6.4792E-05  9.6061E-13  1.0456E-25  1.3217E-23  9.5670E-08  3.4483E-12  7.8918E-06  7.8949E-05  5.7396E-19  7.0148E-15  2.9973E-42  3.3082E-09  6.1191E-31  8.5102E-09  4.4878E-30  2.7737E-62  2.6983E-13  1.1289E-29  5.2667E-22  7.0146E-30  2.9085E-49  3.2494E-20  4.2069E-20  6.2866E-35  6.1927E-46  3.7984E-10  5.7584E-18  1.3962E-02  4.2734E-23  1.3575E-25  2.9627E-32  4.3508E-18  1.1860E-38  3.6751E-47  4.2352E-62  2.8409E-78  5.8909E-16  2.6585E-24  4.8729E-32  2.6183E-11  1.1124E-18  1.9998E-28  6.8606E-25  9.1314E-24  4.8541E-27  2.2337E-07  6.8328E-12  7.5591E-10  2.1381E-18  9.6385E+06  7.5787E-01  7.6206E-09  3.7777E+00  8.0545E-06  4.2368E+05  3.1911E-12  4.1481E-10  3.1619E+03  1.8611E-11  7.1305E-01  1.6330E-28  3.4890E-04  2.2353E-02  1.7599E+05  4.1443E-14  9.9503E+00  4.9291E-29  3.0686E-21  9.1040E+00  2.6629E+03  5.8825E-20  2.4185E-02  6.8813E-12  8.6841E-08  3.9079E-01  3.8754E+03  4.0605E-10  4.4385E-31  3.5265E+01
  3.9093E+05  2.8900E-02  1.0306E+03  3.4642E+11  4.0882E-18  8.5004E+07  4.5884E-15  6.2620E+07  1.9854E-19  1.3409E-30  2.5880E-36  5.9282E-53  4.0998E-61  3.1018E-14  7.3542E-04  2.0948E-06  1.2262E-09  2.1736E-06  3.1810E+04  1.1133E-19  1.0804E-31  1.5340E-19  6.0259E-25  5.5789E+00  2.2367E-15  6.9377E-05  1.0116E-12  1.1393E-25  1.4645E-23  9.9049E-08  3.5704E-12  8.3094E-06  8.0356E-05  5.8440E-19  7.2630E-15  3.0032E-42  3.4251E-09  6.4473E-31  9.1130E-09  4.6492E-30  2.8763E-62  2.8898E-13  1.2096E-29  5.6420E-22  7.6445E-30  3.4505E-49  3.3650E-20  4.3566E-20  6.5126E-35  6.2055E-46  3.9327E-10  6.1683E-18  1.4950E-02  4.4265E-23  1.5045E-25  2.9674E-32  4.5052E-18  1.2081E-38  3.8084E-47  4.3903E-62  2.9463E-78  5.9979E-16  2.7073E-24  4.8802E-32  2.7569E-11  1.1905E-18  2.2133E-28  7.3472E-25  1.0109E-23  5.3772E-27  2.3510E-07  7.5665E-12  7.9559E-10  2.3271E-18  9.9696E+06  7.8401E-01  7.6279E-09  3.9104E+00  8.3384E-06  4.3847E+05  3.2489E-12  4.3681E-10  3.2723E+03  1.9270E-11  7.2571E-01  1.6355E-28  3.5511E-04  2.3137E-02  1.8214E+05  4.2196E-14  1.0298E+01  5.0204E-29  3.2324E-21  9.5838E+00  2.8028E+03  6.0921E-20  2.5893E-02  7.0055E-12  9.1434E-08  4.0448E-01  3.9595E+03  4.4220E-10  4.8387E-31  3.6642E+01
  4.6454E+05  2.9903E-02  1.0307E+03  3.5848E+11  4.3062E-18  8.7963E+07  4.9149E-15  6.4804E+07  2.1631E-19  1.4369E-30  2.8690E-36  6.8005E-53  4.8657E-61  3.4365E-14  7.7427E-04  2.2432E-06  1.3356E-09  2.4076E-06  3.2918E+04  1.2760E-19  1.2387E-31  1.6432E-19  6.6771E-25  5.6779E+00  2.2773E-15  7.4287E-05  1.0653E-12  1.2415E-25  1.6228E-23  1.0255E-07  3.6968E-12  8.7492E-06  8.1789E-05  5.9502E-19  7.5200E-15  3.0091E-42  3.5462E-09  6.7931E-31  9.7586E-09  4.8165E-30  2.9826E-62  3.0950E-13  1.2961E-29  6.0440E-22  8.3310E-30  4.0935E-49  3.4847E-20  4.5116E-20  6.7467E-35  6.2182E-46  4.0717E-10  6.6073E-18  1.6008E-02  4.5850E-23  1.6674E-25  2.9720E-32  4.6650E-18  1.2307E-38  3.9466E-47  4.5511E-62  3.0555E-78  6.1068E-16  2.7570E-24  4.8875E-32  2.9028E-11  1.2741E-18  2.4496E-28  7.8684E-25  1.1192E-23  5.9566E-27  2.4744E-07  8.3791E-12  8.3735E-10  2.5329E-18  1.0312E+07  8.1106E-01  7.6353E-09  4.0478E+00  8.6323E-06  4.5377E+05  3.3078E-12  4.5997E-10  3.3866E+03  1.9952E-11  7.3859E-01  1.6381E-28  3.6143E-04  2.3947E-02  1.8850E+05  4.2963E-14  1.0658E+01  5.1134E-29  3.4051E-21  1.0089E+01  2.9501E+03  6.3091E-20  2.7721E-02  7.1319E-12  9.6269E-08  4.1864E-01  4.0450E+03  4.8158E-10  5.2751E-31  3.8070E+01
  5.3816E+05  3.0941E-02  1.0307E+03  3.7096E+11  4.5358E-18  9.1025E+07  5.2647E-15  6.7064E+07  2.3568E-19  1.5398E-30  3.1805E-36  7.8013E-53  5.7746E-61  3.8073E-14  8.1517E-04  2.4020E-06  1.4549E-09  2.6669E-06  3.4064E+04  1.4625E-19  1.4202E-31  1.7602E-19  7.3986E-25  5.7787E+00  2.3186E-15  7.9545E-05  1.1218E-12  1.3528E-25  1.7981E-23  1.0617E-07  3.8276E-12  9.2123E-06  8.3246E-05  6.0583E-19  7.7860E-15  3.0150E-42  3.6715E-09  7.1574E-31  1.0450E-08  4.9897E-30  3.0928E-62  3.3147E-13  1.3887E-29  6.4746E-22  9.0791E-30  4.8563E-49  3.6087E-20  4.6722E-20  6.9892E-35  6.2310E-46  4.2156E-10  7.0776E-18  1.7140E-02  4.7492E-23  1.8480E-25  2.9767E-32  4.8304E-18  1.2537E-38  4.0898E-47  4.7177E-62  3.1688E-78  6.2177E-16  2.8077E-24  4.8948E-32  3.0565E-11  1.3637E-18  2.7113E-28  8.4267E-25  1.2392E-23  6.5986E-27  2.6043E-07  9.2790E-12  8.8132E-10  2.7569E-18  1.0667E+07  8.3905E-01  7.6426E-09  4.1901E+00  8.9365E-06  4.6961E+05  3.3678E-12  4.8436E-10  3.5049E+03  2.0659E-11  7.5170E-01  1.6406E-28  3.6786E-04  2.4786E-02  1.9509E+05  4.3743E-14  1.1031E+01  5.2080E-29  3.5869E-21  1.0621E+01  3.1051E+03  6.5338E-20  2.9679E-02  7.2605E-12  1.0136E-07  4.3331E-01  4.1320E+03  5.2446E-10  5.7508E-31  3.9549E+01
  6.1177E+05  3.2015E-02  1.0307E+03  3.8387E+11  4.7777E-18  9.4193E+07  5.6394E-15  6.9403E+07  2.5678E-19  1.6500E-30  3.5259E-36  8.9494E-53  6.8534E-61  4.2182E-14  8.5823E-04  2.5722E-06  1.5847E-09  2.9541E-06  3.5251E+04  1.6763E-19  1.6282E-31  1.8855E-19  8.1982E-25  5.8812E+00  2.3607E-15  8.5175E-05  1.1813E-12  1.4741E-25  1.9925E-23  1.0992E-07  3.9632E-12  9.6999E-06  8.4730E-05  6.1684E-19  8.0615E-15  3.0209E-42  3.8013E-09  7.5413E-31  1.1190E-08  5.1692E-30  3.2072E-62  3.5501E-13  1.4880E-29  6.9359E-22  9.8945E-30  5.7613E-49  3.7371E-20  4.8384E-20  7.2403E-35  6.2438E-46  4.3647E-10  7.5813E-18  1.8353E-02  4.9193E-23  2.0481E-25  2.9814E-32  5.0017E-18  1.2771E-38  4.2381E-47  4.8904E-62  3.2863E-78  6.3306E-16  2.8592E-24  4.9020E-32  3.2183E-11  1.4595E-18  3.0011E-28  9.0247E-25  1.3720E-23  7.3098E-27  2.7411E-07  1.0276E-11  9.2760E-10  3.0007E-18  1.1033E+07  8.6800E-01  7.6500E-09  4.3373E+00  9.2514E-06  4.8601E+05  3.4288E-12  5.1004E-10  3.6274E+03  2.1390E-11  7.6504E-01  1.6431E-28  3.7440E-04  2.5654E-02  2.0190E+05  4.4538E-14  1.1416E+01  5.3044E-29  3.7785E-21  1.1180E+01  3.2683E+03  6.7665E-20  3.1775E-02  7.3915E-12  1.0672E-07  4.4849E-01  4.2206E+03  5.7117E-10  6.2694E-31  4.1083E+01
  6.8538E+05  3.3126E-02  1.0307E+03  3.9723E+11  5.0324E-18  9.7472E+07  6.0407E-15  7.1824E+07  2.7976E-19  1.7682E-30  3.9088E-36  1.0266E-52  8.1338E-61  4.6734E-14  9.0357E-04  2.7544E-06  1.7262E-09  3.2723E-06  3.6478E+04  1.9214E-19  1.8668E-31  2.0197E-19  9.0841E-25  5.9856E+00  2.4035E-15  9.1203E-05  1.2440E-12  1.6062E-25  2.2078E-23  1.1381E-07  4.1035E-12  1.0213E-05  8.6240E-05  6.2805E-19  8.3467E-15  3.0268E-42  3.9357E-09  7.9459E-31  1.1983E-08  5.3551E-30  3.3258E-62  3.8021E-13  1.5944E-29  7.4301E-22  1.0783E-29  6.8350E-49  3.8701E-20  5.0105E-20  7.5005E-35  6.2567E-46  4.5189E-10  8.1209E-18  1.9652E-02  5.0954E-23  2.2699E-25  2.9861E-32  5.1791E-18  1.3009E-38  4.3918E-47  5.0694E-62  3.4080E-78  6.4455E-16  2.9117E-24  4.9093E-32  3.3886E-11  1.5621E-18  3.3218E-28  9.6652E-25  1.5191E-23  8.0978E-27  2.8851E-07  1.1379E-11  9.7633E-10  3.2662E-18  1.1413E+07  8.9797E-01  7.6574E-09  4.4898E+00  9.5775E-06  5.0297E+05  3.4909E-12  5.3708E-10  3.7541E+03  2.2148E-11  7.7862E-01  1.6456E-28  3.8106E-04  2.6553E-02  2.0895E+05  4.5347E-14  1.1815E+01  5.4026E-29  3.9803E-21  1.1769E+01  3.4400E+03  7.0075E-20  3.4019E-02  7.5249E-12  1.1237E-07  4.6420E-01  4.3106E+03  6.2203E-10  6.8348E-31  4.2672E+01
  7.5899E+05  3.4280E-02  1.0307E+03  4.1110E+11  5.3017E-18  1.0087E+08  6.4720E-15  7.4335E+07  3.0489E-19  1.8953E-30  4.3346E-36  1.1782E-52  9.6581E-61  5.1791E-14  9.5143E-04  2.9500E-06  1.8807E-09  3.6256E-06  3.7751E+04  2.2030E-19  2.1410E-31  2.1640E-19  1.0069E-24  6.0923E+00  2.4474E-15  9.7676E-05  1.3103E-12  1.7507E-25  2.4470E-23  1.1784E-07  4.2493E-12  1.0755E-05  8.7784E-05  6.3952E-19  8.6431E-15  3.0332E-42  4.0753E-09  8.3738E-31  1.2834E-08  5.5487E-30  3.4496E-62  4.0729E-13  1.7088E-29  7.9612E-22  1.1755E-29  8.1125E-49  4.0083E-20  5.1894E-20  7.7712E-35  6.2705E-46  4.6793E-10  8.7006E-18  2.1046E-02  5.2787E-23  2.5163E-25  2.9911E-32  5.3634E-18  1.3254E-38  4.5519E-47  5.2561E-62  3.5351E-78  6.5632E-16  2.9655E-24  4.9171E-32  3.5685E-11  1.6723E-18  3.6781E-28  1.0354E-24  1.6824E-23  8.9735E-27  3.0372E-07  1.2605E-11  1.0278E-09  3.5561E-18  1.1806E+07  9.2906E-01  7.6654E-09  4.6481E+00  9.9161E-06  5.2057E+05  3.5546E-12  5.6564E-10  3.8855E+03  2.2935E-11  7.9249E-01  1.6483E-28  3.8787E-04  2.7485E-02  2.1627E+05  4.6176E-14  1.2229E+01  5.5033E-29  4.1936E-21  1.2391E+01  3.6212E+03  7.2581E-20  3.6427E-02  7.6614E-12  1.1833E-07  4.8050E-01  4.4025E+03  6.7756E-10  7.4533E-31  4.4323E+01
  8.3260E+05  3.5485E-02  1.0307E+03  4.2557E+11  5.5890E-18  1.0443E+08  6.9388E-15  7.6957E+07  3.3254E-19  2.0332E-30  4.8118E-36  1.3540E-52  1.1487E-60  5.7445E-14  1.0023E-03  3.1613E-06  2.0506E-09  4.0203E-06  3.9080E+04  2.5287E-19  2.4584E-31  2.3201E-19  1.1170E-24  6.2024E+00  2.4929E-15  1.0467E-04  1.3808E-12  1.9098E-25  2.7147E-23  1.2207E-07  4.4021E-12  1.1332E-05  8.9380E-05  6.5143E-19  8.9538E-15  3.0411E-42  4.2217E-09  8.8310E-31  1.3753E-08  5.7527E-30  3.5811E-62  4.3657E-13  1.8328E-29  8.5364E-22  1.2825E-29  9.6431E-49  4.1533E-20  5.3772E-20  8.0558E-35  6.2876E-46  4.8472E-10  9.3280E-18  2.2552E-02  5.4715E-23  2.7922E-25  2.9973E-32  5.5567E-18  1.3509E-38  4.7208E-47  5.4532E-62  3.6698E-78  6.6855E-16  3.0215E-24  4.9265E-32  3.7598E-11  1.7916E-18  4.0765E-28  1.1100E-24  1.8651E-23  9.9536E-27  3.1990E-07  1.3975E-11  1.0825E-09  3.8747E-18  1.2217E+07  9.6153E-01  7.6752E-09  4.8137E+00  1.0271E-05  5.3895E+05  3.6206E-12  5.9601E-10  4.0227E+03  2.3761E-11  8.0681E-01  1.6517E-28  3.9489E-04  2.8459E-02  2.2391E+05  4.7036E-14  1.2661E+01  5.6082E-29  4.4213E-21  1.3052E+01  3.8134E+03  7.5213E-20  3.9025E-02  7.8032E-12  1.2466E-07  4.9755E-01  4.4971E+03  7.3856E-10  8.1356E-31  4.6049E+01
  9.0622E+05  3.6732E-02  1.0308E+03  4.4055E+11  5.8917E-18  1.0810E+08  7.4393E-15  7.9671E+07  3.6270E-19  2.1811E-30  5.3416E-36  1.5560E-52  1.3661E-60  6.3717E-14  1.0559E-03  3.3878E-06  2.2358E-09  4.4579E-06  4.0456E+04  2.9026E-19  2.8228E-31  2.4876E-19  1.2391E-24  6.3145E+00  2.5392E-15  1.1216E-04  1.4552E-12  2.0834E-25  3.0116E-23  1.2645E-07  4.5604E-12  1.1940E-05  9.1005E-05  6.6356E-19  9.2756E-15  3.0491E-42  4.3734E-09  9.3131E-31  1.4739E-08  5.9641E-30  3.7177E-62  4.6796E-13  1.9657E-29  9.1530E-22  1.3993E-29  1.1462E-48  4.3036E-20  5.5717E-20  8.3509E-35  6.3048E-46  5.0213E-10  1.0001E-17  2.4165E-02  5.6713E-23  3.0982E-25  3.0036E-32  5.7569E-18  1.3769E-38  4.8958E-47  5.6577E-62  3.8096E-78  6.8100E-16  3.0786E-24  4.9359E-32  3.9613E-11  1.9194E-18  4.5183E-28  1.1900E-24  2.0676E-23  1.1041E-26  3.3694E-07  1.5493E-11  1.1402E-09  4.2221E-18  1.2642E+07  9.9514E-01  7.6851E-09  4.9853E+00  1.0638E-05  5.5798E+05  3.6879E-12  6.2802E-10  4.1647E+03  2.4616E-11  8.2140E-01  1.6550E-28  4.0204E-04  2.9467E-02  2.3181E+05  4.7912E-14  1.3108E+01  5.7150E-29  4.6612E-21  1.3748E+01  4.0158E+03  7.7940E-20  4.1808E-02  7.9476E-12  1.3134E-07  5.1519E-01  4.5933E+03  8.0505E-10  8.8804E-31  4.7839E+01
  9.7983E+05  3.8023E-02  1.0308E+03  4.5606E+11  6.2109E-18  1.1191E+08  7.9759E-15  8.2480E+07  3.9559E-19  2.3398E-30  5.9298E-36  1.7882E-52  1.6248E-60  7.0674E-14  1.1124E-03  3.6305E-06  2.4378E-09  4.9432E-06  4.1879E+04  3.3317E-19  3.2412E-31  2.6671E-19  1.3746E-24  6.4287E+00  2.5864E-15  1.2020E-04  1.5335E-12  2.2727E-25  3.3411E-23  1.3099E-07  4.7245E-12  1.2580E-05  9.2659E-05  6.7592E-19  9.6090E-15  3.0571E-42  4.5304E-09  9.8216E-31  1.5795E-08  6.1834E-30  3.8594E-62  5.0160E-13  2.1084E-29  9.8143E-22  1.5267E-29  1.3625E-48  4.4593E-20  5.7732E-20  8.6568E-35  6.3219E-46  5.2015E-10  1.0722E-17  2.5895E-02  5.8784E-23  3.4378E-25  3.0098E-32  5.9642E-18  1.4034E-38  5.0773E-47  5.8699E-62  3.9546E-78  6.9368E-16  3.1367E-24  4.9453E-32  4.1736E-11  2.0564E-18  5.0080E-28  1.2757E-24  2.2922E-23  1.2247E-26  3.5490E-07  1.7177E-11  1.2010E-09  4.6006E-18  1.3082E+07  1.0299E+00  7.6950E-09  5.1630E+00  1.1018E-05  5.7767E+05  3.7564E-12  6.6175E-10  4.3117E+03  2.5502E-11  8.3624E-01  1.6584E-28  4.0931E-04  3.0511E-02  2.4000E+05  4.8804E-14  1.3571E+01  5.8239E-29  4.9142E-21  1.4481E+01  4.2290E+03  8.0766E-20  4.4789E-02  8.0946E-12  1.3838E-07  5.3347E-01  4.6912E+03  8.7752E-10  9.6933E-31  4.9694E+01
  1.0534E+06  3.9360E-02  1.0308E+03  4.7212E+11  6.5474E-18  1.1585E+08  8.5512E-15  8.5389E+07  4.3147E-19  2.5100E-30  6.5828E-36  2.0551E-52  1.9324E-60  7.8391E-14  1.1719E-03  3.8906E-06  2.6580E-09  5.4814E-06  4.3353E+04  3.8243E-19  3.7216E-31  2.8596E-19  1.5249E-24  6.5448E+00  2.6345E-15  1.2880E-04  1.6161E-12  2.4793E-25  3.7065E-23  1.3570E-07  4.8944E-12  1.3255E-05  9.4344E-05  6.8850E-19  9.9543E-15  3.0651E-42  4.6932E-09  1.0358E-30  1.6927E-08  6.4107E-30  4.0065E-62  5.3767E-13  2.2614E-29  1.0523E-21  1.6658E-29  1.6196E-48  4.6206E-20  5.9820E-20  8.9738E-35  6.3391E-46  5.3882E-10  1.1495E-17  2.7747E-02  6.0931E-23  3.8147E-25  3.0161E-32  6.1791E-18  1.4305E-38  5.2656E-47  6.0900E-62  4.1052E-78  7.0660E-16  3.1959E-24  4.9547E-32  4.3973E-11  2.2032E-18  5.5510E-28  1.3677E-24  2.5412E-23  1.3585E-26  3.7382E-07  1.9044E-11  1.2650E-09  5.0131E-18  1.3538E+07  1.0659E+00  7.7049E-09  5.3470E+00  1.1412E-05  5.9806E+05  3.8261E-12  6.9728E-10  4.4639E+03  2.6421E-11  8.5135E-01  1.6617E-28  4.1672E-04  3.1592E-02  2.4848E+05  4.9713E-14  1.4051E+01  5.9349E-29  5.1810E-21  1.5253E+01  4.4535E+03  8.3695E-20  4.7983E-02  8.2444E-12  1.4579E-07  5.5239E-01  4.7908E+03  9.5652E-10  1.0581E-30  5.1616E+01
  1.1271E+06  4.0743E-02  1.0308E+03  4.8874E+11  6.9021E-18  1.1993E+08  9.1681E-15  8.8400E+07  4.7061E-19  2.6927E-30  7.3077E-36  2.3617E-52  2.2983E-60  8.6951E-14  1.2346E-03  4.1694E-06  2.8981E-09  6.0781E-06  4.4879E+04  4.3897E-19  4.2733E-31  3.0660E-19  1.6917E-24  6.6631E+00  2.6835E-15  1.3803E-04  1.7031E-12  2.7046E-25  4.1120E-23  1.4057E-07  5.0704E-12  1.3965E-05  9.6058E-05  7.0131E-19  1.0312E-14  3.0731E-42  4.8618E-09  1.0923E-30  1.8140E-08  6.6463E-30  4.1593E-62  5.7633E-13  2.4255E-29  1.1284E-21  1.8175E-29  1.9252E-48  4.7877E-20  6.1984E-20  9.3024E-35  6.3564E-46  5.5816E-10  1.2324E-17  2.9733E-02  6.3156E-23  4.2328E-25  3.0223E-32  6.4016E-18  1.4580E-38  5.4607E-47  6.3183E-62  4.2615E-78  7.1975E-16  3.2562E-24  4.9641E-32  4.6330E-11  2.3605E-18  6.1530E-28  1.4663E-24  2.8173E-23  1.5069E-26  3.9375E-07  2.1114E-11  1.3324E-09  5.4628E-18  1.4009E+07  1.1032E+00  7.7148E-09  5.5376E+00  1.1820E-05  6.1917E+05  3.8972E-12  7.3472E-10  4.6214E+03  2.7372E-11  8.6673E-01  1.6651E-28  4.2426E-04  3.2711E-02  2.5725E+05  5.0638E-14  1.4547E+01  6.0480E-29  5.4622E-21  1.6066E+01  4.6899E+03  8.6729E-20  5.1404E-02  8.3970E-12  1.5360E-07  5.7198E-01  4.8921E+03  1.0426E-09  1.1549E-30  5.3609E+01
